id,taxonID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,taxonRank,taxonomicStatus,isInvasive,habitat,countryCode,occurrenceStatus,establishmentMeans,binomio,invasora,speciesKey,matchType,confidence,nombre_gbif
2022,2022,Boerhavia diffusa L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctagineceae,species,ACCEPTED,,terrestrial,CL,present,alien,Boerhavia diffusa,False,3086282,EXACT,99,Boerhavia diffusa L.
2023,2023,Bolboschoenus maritimus (L.) Palla,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,invasive,terrestrial|freshwater,CL,present,alien,Bolboschoenus maritimus,True,2718307,EXACT,100,Bolboschoenus maritimus (L.) Palla
2024,2024,"Bombus ruderatus (Fabricius, 1775)",,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bombus ruderatus,True,1340383,EXACT,100,"Bombus ruderatus (Fabricius, 1775)"
2025,2025,"Bombus terrestris (Linnaeus, 1758)",,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bombus terrestris,True,1340503,EXACT,100,"Bombus terrestris (Linnaeus, 1758)"
2026,2026,Borago officinalis L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Borago officinalis,True,2926110,EXACT,100,Borago officinalis L.
2027,2027,"Bos taurus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bos taurus,True,2441022,EXACT,100,"Bos taurus Linnaeus, 1758"
2028,2028,Bothriochloa laguroides (DC.) Herter,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bothriochloa laguroides,False,2704111,EXACT,99,Bothriochloa laguroides (DC.) Herter
2029,2029,Bothriochloa saccharoides (Sw.) Rydb.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bothriochloa saccharoides,False,2704103,EXACT,100,Bothriochloa saccharoides (Sw.) Rydb.
2030,2030,"Botryllus schlosseri (Pallas, 1766)",,Animalia,Chordata,Ascidiacea,Pleurogona,Styelidae,species,ACCEPTED,,marine,CL,present,alien,Botryllus schlosseri,False,5200757,EXACT,100,"Botryllus schlosseri (Pallas, 1766)"
2031,2031,Brachypodium distachyon (L.) P.Beauv.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Brachypodium distachyon,False,5290143,EXACT,99,Brachypodium distachyon (L.) P.Beauv.
2032,2032,Brassica napus L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Brassica napus,True,3042636,EXACT,100,Brassica napus L.
2033,2033,Brassica nigra (L.) W.D.J. Koch,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Brassica nigra,True,3042658,EXACT,99,Brassica nigra (L.) W.D.J.Koch
2034,2034,Brassica oleracea L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Brassica oleracea,True,3042845,EXACT,99,Brassica oleracea L.
2035,2035,Brassica rapa L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Brassica rapa,True,7903057,EXACT,99,Brassica rapa L.
2036,2036,Briza maxima L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Briza maxima,True,2702792,EXACT,100,Briza maxima L.
2037,2037,Briza minor L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Briza minor,True,2702793,EXACT,99,Briza minor L.
2038,2038,Bromus catharticus Vahl,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bromus catharticus,False,2703723,EXACT,100,Bromus catharticus Vahl
2039,2039,Bromus erectus Huds.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bromus erectus,False,7647071,EXACT,99,Bromus erectus Huds.
2040,2040,Bromus hordeaceus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus hordeaceus,True,2703777,EXACT,99,Bromus hordeaceus L.
2041,2041,Bromus lanceolatus Roth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bromus lanceolatus,False,2703733,EXACT,100,Bromus lanceolatus Roth
2042,2042,Bromus madritensis L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus madritensis,True,2703721,EXACT,99,Bromus madritensis L.
2043,2043,Bromus racemosus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus racemosus,True,2703764,EXACT,100,Bromus racemosus L.
2044,2044,Bromus rigidus Roth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus rigidus,True,2703663,EXACT,99,Bromus rigidus Roth
2045,2045,Bromus scoparius L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Bromus scoparius,False,2703720,EXACT,99,Bromus scoparius L.
2046,2046,Bromus secalinus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus secalinus,True,2703717,EXACT,99,Bromus secalinus L.
2047,2047,Bromus squarrosus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus squarrosus,True,2703700,EXACT,99,Bromus squarrosus L.
2048,2048,Bromus sterilis L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus sterilis,True,2703647,EXACT,99,Bromus sterilis L.
2049,2049,Bromus tectorum L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Bromus tectorum,True,2703746,EXACT,100,Bromus tectorum L.
2050,2050,"Bubulcus ibis (Linnaeus, 1758)",,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,species,ACCEPTED,invasive,terrestrial|freshwater,CL,present,alien,Bubulcus ibis,True,2480830,EXACT,100,"Bubulcus ibis (Linnaeus, 1758)"
2051,2051,"Bugula flabellata (Thompson in Gray, 1848)","Bugulina flabellata (Thompson in Gray, 1848)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,species,SYNONYM,invasive,marine,CL,present,alien,Bugula flabellata,True,8181293,EXACT,100,"Bugula flabellata (Thompson, 1848)"
2052,2052,"Bugula neritina (Linnaeus, 1758)",,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,species,ACCEPTED,invasive,marine,CL,present,alien,Bugula neritina,True,4984851,EXACT,100,"Bugula neritina (Linnaeus, 1758)"
2053,2053,"Cairina moschata (Linnaeus, 1758)",,Animalia,Chordata,Aves,Anseriformes,Anatidae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cairina moschata,False,9751099,EXACT,99,"Cairina moschata (Linnaeus, 1758)"
2054,2054,Calendula officinalis L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Calendula officinalis,True,5391480,EXACT,99,Calendula officinalis L.
2055,2055,Calendula tripterocarpa Rupr.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Calendula tripterocarpa,True,5391464,EXACT,100,Calendula tripterocarpa Rupr.
2056,2056,"Callipepla californica (Shaw, 1798)",,Animalia,Chordata,Aves,Galliformes,Odontophoridae,species,ACCEPTED,,terrestrial,CL,present,alien,Callipepla californica,False,5228080,EXACT,100,"Callipepla californica (Shaw, 1798)"
2057,2057,Calystegia sepium subsp. americana (Sims) Brummitt,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,subspecies,ACCEPTED,,terrestrial,CL,present,alien,Calystegia sepium,False,2928441,EXACT,99,Calystegia sepium (L.) R.Br.
2059,2059,Camelina alyssum (Mill.) Thell.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Camelina alyssum,True,3042399,EXACT,100,Camelina alyssum (Mill.) Thell.
2060,2060,Camelina microcarpa Andrz. ex DC.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Camelina microcarpa,True,3042416,EXACT,99,Camelina microcarpa Andrz. ex DC.
2061,2061,"Candidula intersecta (Poiret, 1801)",,Animalia,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,species,ACCEPTED,,terrestrial,CL,present,alien,Candidula intersecta,False,9890104,EXACT,100,"Candidula intersecta (Poiret, 1801)"
2062,2062,"Canis lupus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Carnivora,Canidae,species,ACCEPTED,,terrestrial,CL,present,alien,Canis lupus,False,5219173,EXACT,100,"Canis lupus Linnaeus, 1758"
2063,2063,"Capra hircus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Capra hircus,True,2441056,EXACT,100,"Capra hircus Linnaeus, 1758"
2064,2064,"Caprella scaura Templeton, 1836",,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,species,ACCEPTED,,marine,CL,present,cryptogenic|uncertain,Caprella scaura,False,5178082,EXACT,100,"Caprella scaura Templeton, 1836"
2065,2065,Capsella bursa-pastoris (L.) Medik.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Capsella bursa-pastoris,True,5375388,EXACT,100,Capsella bursa-pastoris (L.) Medik.
2066,2066,"Carassius auratus (Linnaeus, 1758)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,species,ACCEPTED,invasive,freshwater,CL,present,alien,Carassius auratus,True,4286942,EXACT,100,"Carassius auratus (Linnaeus, 1758)"
2067,2067,"Carcinus maenas (Linnaeus, 1758)",,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,species,ACCEPTED,,marine,CL,present,alien,Carcinus maenas,False,5178595,EXACT,100,"Carcinus maenas (Linnaeus, 1758)"
2068,2068,Cardamine hirsuta L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cardamine hirsuta,False,3046258,EXACT,99,Cardamine hirsuta L.
2069,2069,Cardaria draba (L.) Desv.,Lepidium draba L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Cardaria draba,True,5376961,EXACT,100,Cardaria draba (L.) Desv.
2070,2070,Carduus nutans Rech. f.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Carduus nutans,True,8185959,EXACT,99,Carduus nutans L.
2071,2071,Carduus pycnocephalus Spreng.,Carduus cephalanthus Viv.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Carduus pycnocephalus,True,3114667,EXACT,99,Carduus pycnocephalus L.
2073,2073,Carthamus lanatus Forssk.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Carthamus lanatus,True,3138230,EXACT,100,Carthamus lanatus L.
2074,2074,Carthamus tinctorius L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Carthamus tinctorius,False,3138327,EXACT,100,Carthamus tinctorius L.
2075,2075,"Castor canadensis Kuhl, 1820",,Animalia,Chordata,Mammalia,Rodentia,Castoridae,species,ACCEPTED,invasive,terrestrial|freshwater,CL,present,alien,Castor canadensis,True,2439838,EXACT,100,"Castor canadensis Kuhl, 1820"
2076,2076,Casuarina equisetifolia L.,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Casuarina equisetifolia,False,2891930,EXACT,99,Casuarina equisetifolia L.
2077,2077,Catabrosa aquatica (L.) P.Beauv.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Catabrosa aquatica,False,2705315,EXACT,99,Catabrosa aquatica (L.) P.Beauv.
2078,2078,Catapodium rigidum (L.) C.E.Hubb.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Catapodium rigidum,False,2705228,EXACT,99,Catapodium rigidum (L.) C.E.Hubb.
2079,2079,Cenchrus echinatus L.,,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cenchrus echinatus,False,5289739,EXACT,99,Cenchrus echinatus L.
2080,2080,Cenchrus myosuroides Kunth,,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cenchrus myosuroides,True,5289732,EXACT,100,Cenchrus myosuroides Kunth
2081,2081,Cenchrus pauciflorus Benth.,Cenchrus spinifex Cav.,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Cenchrus pauciflorus,True,5289726,EXACT,100,Cenchrus pauciflorus Benth.
2082,2082,Centaurea calcitrapa L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Centaurea calcitrapa,True,3128483,EXACT,99,Centaurea calcitrapa L.
2083,2083,Centaurea cyanus L.,Cyanus segetum Hill,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,,terrestrial,CL,present,alien,Centaurea cyanus,False,3089561,EXACT,100,Centaurea cyanus L.
2084,2084,Centaurea jacea,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Centaurea jacea,True,3128547,EXACT,100,Centaurea jacea L.
2085,2085,Centaurea melitensis L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Centaurea melitensis,True,3128091,EXACT,100,Centaurea melitensis L.
2086,2086,Centaurea nigra,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Centaurea nigra,True,3128225,EXACT,99,Centaurea nigra L.
2087,2087,Centaurea solstitialis L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Centaurea solstitialis,True,3128888,EXACT,99,Centaurea solstitialis L.
2088,2088,Centaurium erythraea Rafn,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Centaurium erythraea,False,5414457,EXACT,99,Centaurium erythraea Rafn
2089,2089,Centaurium littorale (Turner) Gilmour,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Centaurium littorale,False,5414469,EXACT,100,Centaurium littorale (Turner) Gilmour
2090,2090,Centaurium pulchellum (Sw.) Druce,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Centaurium pulchellum,False,7439391,EXACT,99,Centaurium pulchellum (Sw.) Druce
2091,2091,Centunculus minimus L.,Anagallis minima (L.) E. H. L. Krause,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,species,SYNONYM,,terrestrial,CL,present,alien,Centunculus minimus,False,7939955,EXACT,99,Centunculus minimus L.
2092,2092,Cerastium arvense L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cerastium arvense,True,3085433,EXACT,99,Cerastium arvense L.
2093,2093,Cerastium fontanum Baumg.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cerastium fontanum,False,3085458,EXACT,100,Cerastium fontanum Baumg.
2094,2094,Cerastium glomeratum Thuill.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cerastium glomeratum,True,3085440,EXACT,100,Cerastium glomeratum Thuill.
2095,2095,"Ceratitis capitata (Wiedemann, 1824)",,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,species,ACCEPTED,,terrestrial,CL,present,alien,Ceratitis capitata,False,1626096,EXACT,100,"Ceratitis capitata (Wiedemann, 1824)"
2096,2096,"Cervus elaphus subsp. bactrianus Lydekker, 1900","Cervus elaphus Linnaeus, 1758",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,subspecies,SYNONYM,invasive,terrestrial,CL,present,alien,Cervus elaphus,True,2440958,EXACT,100,"Cervus elaphus Linnaeus, 1758"
2097,2097,Chamaemelum mixtum (L.) All.,Cladanthus mixtus (L.) Oberpr. & Vogt,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Chamaemelum mixtum,True,3110767,EXACT,100,Chamaemelum mixtum (L.) All.
2098,2098,Chamomilla recutita (L.) Rauschert,Chamomilla chamomilla (L.) Rydb.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,HETEROTYPIC_SYNONYM,invasive,terrestrial,CL,present,alien,Chamomilla recutita,True,8370958,EXACT,100,Chamomilla recutita (L.) Rauschert
2099,2099,Chamomilla suaveolens (Pursh) Rydb.,Matricaria discoidea DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Chamomilla suaveolens,True,3103791,EXACT,100,Chamomilla suaveolens (Pursh) Rydb.
2100,2100,"Cheirodon interruptus (Jenyns, 1842)",,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,species,ACCEPTED,,freshwater,CL,present,alien,Cheirodon interruptus,False,2353776,EXACT,100,"Cheirodon interruptus (Jenyns, 1842)"
2101,2101,Chenopodium album L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium album,True,3083838,EXACT,99,Chenopodium album L.
2103,2103,Chenopodium carnosulum Moq.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Chenopodium carnosulum,False,6447554,EXACT,100,Chenopodium carnosulum Moq.
2104,2104,Chenopodium ficifolium Sm.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium ficifolium,True,3083862,EXACT,99,Chenopodium ficifolium Sm.
2105,2105,Chenopodium glaucum L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium glaucum,True,8290282,EXACT,100,Chenopodium glaucum L.
2106,2106,Chenopodium hircinum Schrad.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium hircinum,True,3083934,EXACT,99,Chenopodium hircinum Schrad.
2107,2107,Chenopodium multifidum L.,Dysphania multifida (L.) Mosyakin & Clemants,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Chenopodium multifidum,True,5568361,EXACT,100,Chenopodium multifidum L.
2108,2108,Chenopodium murale L.,,Plantae,Tracheophyta,Liliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium murale,True,8149099,EXACT,100,Chenopodium murale L.
2109,2109,Chenopodium vulvaria L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chenopodium vulvaria,True,3083932,EXACT,100,Chenopodium vulvaria L.
2110,2110,Chloris gayana Kunth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Chloris gayana,False,5289618,EXACT,100,Chloris gayana Kunth
2111,2111,Chloris radiata (L.) Sw.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chloris radiata,True,5289619,EXACT,99,Chloris radiata (L.) Sw.
2112,2112,Chloris virgata Sw.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chloris virgata,True,5289624,EXACT,99,Chloris virgata Sw.
2113,2113,Chorispora tenella (Pall.) DC.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Chorispora tenella,True,3044349,EXACT,100,Chorispora tenella (Pall.) DC.
2114,2114,Chrysanthemoides monilifera (L.) Norl.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Chrysanthemoides monilifera,False,4252828,EXACT,100,Chrysanthemoides monilifera (L.) Norl.
2115,2115,Chrysanthemum coronarium L.,Glebionis coronaria (L.) Tzvelev,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Chrysanthemum coronarium,True,7627205,EXACT,100,Chrysanthemum coronarium L.
2116,2116,Chrysanthemum segetum L.,Glebionis segetum (L.) Fourr.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Chrysanthemum segetum,True,7638492,EXACT,99,"Chrysanthemum segetum Forssk. ex DC., 1838"
2117,2117,"Cichlasoma facetum (Jenyns, 1842)","Australoheros angiru Rícan, Piálek, Almirón & Casciotta, 2011",Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,species,SPECIES PROPARTE SYNONYM,invasive,freshwater,CL,present,alien,Cichlasoma facetum,True,2370771,EXACT,100,"Cichlasoma facetum (Jenyns, 1842)"
2118,2118,Cichorium intybus L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Cichorium intybus,True,5392252,EXACT,100,Cichorium intybus L.
2119,2119,"Cinara cupressi (Buckton, 1881)",,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,species,ACCEPTED,invasive,host,CL,present,alien,Cinara cupressi,True,2073544,EXACT,100,"Cinara cupressi (Buckton, 1881)"
2120,2120,"Ciona intestinalis (Linnaeus, 1767)",,Animalia,Chordata,Ascidiacea,Enterogona,Cionidae,species,ACCEPTED,invasive,marine,CL,present,alien,Ciona intestinalis,True,2329622,EXACT,100,"Ciona intestinalis (Linnaeus, 1767)"
2121,2121,Cirsium arvense (L.) Scop.,Filago arvensis L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,HETEROTYPIC_SYNONYM,invasive,terrestrial,CL,present,alien,Cirsium arvense,True,3113414,EXACT,100,Cirsium arvense (L.) Scop.
2122,2122,Cirsium vulgare (Savi) Petr.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cirsium vulgare,True,3112801,EXACT,99,Cirsium vulgare (Savi) Ten.
2123,2123,Clematis bonariensis Juss. ex DC.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Clematis bonariensis,False,3923676,EXACT,99,Clematis bonariensis Juss. ex DC.
2124,2124,Clematis montevidensis Spreng.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Clematis montevidensis,False,7278116,EXACT,100,Clematis montevidensis Spreng.
2125,2125,"Cnesterodon decemmaculatus (Jenyns, 1842)",,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,species,ACCEPTED,,freshwater|brackish,CL,present,alien,Cnesterodon decemmaculatus,False,2350394,EXACT,100,"Cnesterodon decemmaculatus (Jenyns, 1842)"
2126,2126,Cnicus benedictus L.,Centaurea benedicta (L.) L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,SYNONYM,invasive,terrestrial,CL,present,alien,Cnicus benedictus,True,3127691,EXACT,100,Cnicus benedictus L.
2127,2127,Coleostephus myconis (L.) Cass.,Coleostephus myconis (L.) Cass.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,HETEROTYPIC_SYNONYM,,terrestrial,CL,present,alien,Coleostephus myconis,False,3092083,EXACT,99,Coleostephus myconis (L.) Rchb.fil.
2128,2128,"Columba livia Gmelin, 1789",,Animalia,Chordata,Aves,Columbiformes,Columbidae,species,ACCEPTED,,terrestrial,CL,present,alien,Columba livia,False,2495414,EXACT,100,"Columba livia J.F.Gmelin, 1789"
2129,2129,Conium maculatum Linnaeus,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Conium maculatum,False,3034807,EXACT,100,Conium maculatum L.
2130,2130,Convolvulus arvensis L.,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Convolvulus arvensis,False,2928390,EXACT,100,Convolvulus arvensis L.
2131,2131,"Cordylophora caspia (Pallas, 1771)",,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cordylophoridae,species,ACCEPTED,,freshwater|brackish,CL,present,alien,Cordylophora caspia,False,2266009,EXACT,100,"Cordylophora caspia (Pallas, 1771)"
2132,2132,"Coregonus clupeaformis (Mitchill, 1818)",,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,species,ACCEPTED,,freshwater|brackish|marine,CL,present,alien,Coregonus clupeaformis,False,2351119,EXACT,100,"Coregonus clupeaformis (Mitchill, 1818)"
2133,2133,Coriandrum sativum L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Coriandrum sativum,False,3034871,EXACT,100,Coriandrum sativum L.
