id,taxonID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,taxonRank,taxonomicStatus,isInvasive,habitat,countryCode,occurrenceStatus,establishmentMeans,binomio,invasora,speciesKey,matchType,confidence,nombre_gbif
2134,2134,"Cornu aspersum (O. F. Müller, 1774)","Helix aspersa Müller, 1774",Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,species,HOMOTYPIC_SYNONYM,invasive,terrestrial,CL,present,alien,Cornu aspersum,True,5858758,EXACT,100,"Cornu aspersum (O.F.Müller, 1774)"
2135,2135,Cotula australis (Sieber) Hook. f.,Anacyclus australis Sieber ex Spreng.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,HOMOTYPIC_SYNONYM,,terrestrial,CL,present,alien,Cotula australis,False,8542672,EXACT,100,Cotula australis (Sieber ex Spreng.) Hook.fil.
2136,2136,Cotula coronopifolia L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Cotula coronopifolia,False,3112110,EXACT,100,Cotula coronopifolia L.
2137,2137,"Craspedacusta sowerbii Lankester, 1880",,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,species,ACCEPTED,,freshwater,CL,present,alien,Craspedacusta sowerbii,False,4408321,EXACT,100,"Craspedacusta sowerbii Lankester, 1880"
2138,2138,"Crassostrea gigas (Thunberg, 1793)",,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,species,ACCEPTED,invasive,marine,CL,present,alien,Crassostrea gigas,True,7820753,EXACT,100,"Crassostrea gigas (Thunberg, 1793)"
2139,2139,Crassula tillaea Lester-Garland,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Crassula tillaea,False,5362055,EXACT,99,Crassula tillaea Lest.-Garl.
2140,2140,Crepis capillaris (L.) Wallr.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Crepis capillaris,False,5403304,EXACT,100,Crepis capillaris (L.) Wallr.
2141,2141,Crepis pulchra Scop.,Crepis pulchra Scop.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,HOMOTYPIC_SYNONYM,,terrestrial,CL,present,alien,Crepis pulchra,False,5403272,EXACT,99,Crepis pulchra L.
2142,2142,Crepis setosa Haller f.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Crepis setosa,False,4245384,EXACT,100,Crepis setosa Haller fil.
2143,2143,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R. Keller,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,subspecies,ACCEPTED,,terrestrial,CL,present,alien,Crepis vesicaria,False,5403709,EXACT,99,Crepis vesicaria L.
2144,2144,Crocosmia crocosmiiflora (Lemoine) N.E.Br.,,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Crocosmia crocosmiiflora,False,2747939,EXACT,100,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.
2145,2145,Crotalaria incana L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Crotalaria incana,False,2942375,EXACT,100,Crotalaria incana L.
2146,2146,Croton setiger Hook.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Croton setiger,False,4930695,EXACT,100,Croton setiger Hook.
2147,2147,"Ctenopharyngodon idella (Valenciennes, 1844)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,species,ACCEPTED,,freshwater,CL,present,alien,Ctenopharyngodon idella,False,2362030,EXACT,100,"Ctenopharyngodon idella (Valenciennes, 1844)"
2148,2148,"Culex quinquefasciatus Say, 1823",,Animalia,Arthropoda,Insecta,Diptera,Culicidae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Culex quinquefasciatus,False,1652950,EXACT,100,"Culex quinquefasciatus Say, 1823"
2149,2149,"Cymbalaria muralis P. Gaertn., B. Mey. & Scherb.",,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cymbalaria muralis,False,8200663,EXACT,100,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb."
2150,2150,Cynara cardunculus L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,,terrestrial,CL,present,alien,Cynara cardunculus,False,3112364,EXACT,100,Cynara cardunculus L.
2151,2151,Cynodon dactylon (L.) Pers.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cynodon dactylon,True,6109637,EXACT,100,Cynodon dactylon (L.) Pers.
2152,2152,Cynoglossum creticum Mill.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cynoglossum creticum,False,4064467,EXACT,100,Cynoglossum creticum Mill.
2153,2153,Cynoglossum limense Willd.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cynoglossum limense,False,9324713,EXACT,100,Cynoglossum limense Willd.
2154,2154,Cynoglossum zeylanicum (Vahl) Thunb. ex Lehm.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cynoglossum zeylanicum,False,2925813,EXACT,99,Cynoglossum zeylanicum (Vahl) Thunb. ex Lehm.
2155,2155,Cynosurus cristatus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cynosurus cristatus,False,2704395,EXACT,100,Cynosurus cristatus L.
2156,2156,Cynosurus echinatus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cynosurus echinatus,False,2704394,EXACT,100,Cynosurus echinatus L.
2157,2157,Cyperus alternifolius L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus alternifolius,False,2714156,EXACT,99,Cyperus alternifolius L.
2158,2158,Cyperus articulatus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus articulatus,False,2713638,EXACT,99,Cyperus articulatus L.
2159,2159,Cyperus difformis L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus difformis,False,2714796,EXACT,99,Cyperus difformis L.
2160,2160,Cyperus eragrostis Lam.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus eragrostis,False,2715482,EXACT,99,Cyperus eragrostis Lam.
2161,2161,Cyperus haspan L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus haspan,False,2715828,EXACT,99,Cyperus haspan L.
2163,2163,Cyperus laevigatus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus laevigatus,False,2713559,EXACT,99,Cyperus laevigatus L.
2164,2164,Cyperus odoratus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus odoratus,False,2715219,EXACT,99,Cyperus odoratus L.
2165,2165,Cyperus rotundus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,invasive,terrestrial|freshwater,CL,present,alien,Cyperus rotundus,True,2714818,EXACT,99,Cyperus rotundus L.
2166,2166,Cyperus squarrosus L.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Cyperus squarrosus,False,2714313,EXACT,99,Cyperus squarrosus L.
2167,2167,"Cyprinus carpio subsp. specularis Lacepède, 1803","Cyprinus carpio Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,subspecies,SYNONYM,invasive,freshwater,CL,present,alien,Cyprinus carpio,True,4286975,EXACT,100,"Cyprinus carpio Linnaeus, 1758"
2168,2168,Cytisus scoparius (L.) Link,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Cytisus scoparius,True,5354656,EXACT,100,Cytisus scoparius (L.) Link
2169,2169,Cytisus striatus (Hill) Rothm.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Cytisus striatus,False,5354707,EXACT,100,Cytisus striatus (Hill) Rothm.
2170,2170,Dactylis glomerata L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Dactylis glomerata,False,2705308,EXACT,100,Dactylis glomerata L.
2171,2171,"Dama dama (Linnaeus, 1758)",,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species,ACCEPTED,,terrestrial,CL,present,alien,Dama dama,False,5220136,EXACT,100,"Dama dama (Linnaeus, 1758)"
2172,2172,Datura ferox L.,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Datura ferox,False,7894250,EXACT,99,Datura ferox L.
2173,2173,Datura innoxia P. Miller,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Datura innoxia,False,2928755,EXACT,100,Datura innoxia Mill.
2174,2174,Datura stramonium L.,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Datura stramonium,False,2928751,EXACT,99,Datura stramonium L.
2175,2175,Daucus carota L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Daucus carota,False,3034742,EXACT,99,Daucus carota L.
2176,2176,Daucus pusillus Michx.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Daucus pusillus,False,3034741,EXACT,100,Daucus pusillus Michx.
2177,2177,"Dendrobaena octaedra (Savigny, 1826) Savigny, 1826",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,species,ACCEPTED,,terrestrial,CL,present,alien,Dendrobaena octaedra,False,7772922,EXACT,100,"Dendrobaena octaedra (Savigny, 1826)"
2178,2178,"Dendrodrilus rubidus (Savigny, 1826) Savigny, 1826",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,species,ACCEPTED,,terrestrial,CL,present,alien,Dendrodrilus rubidus,False,9715336,EXACT,100,"Dendrodrilus rubidus (Savigny, 1826)"
2179,2179,Deschampsia setacea (Huds.) Hack.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Deschampsia setacea,False,4142609,EXACT,99,Deschampsia setacea (Huds.) Hack.
2180,2180,Descurainia sophia (L.) Webb ex Prantl,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Descurainia sophia,False,3044318,EXACT,99,Descurainia sophia (L.) Webb ex Prantl
2181,2181,Dianthus armeria L.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Dianthus armeria,False,3085413,EXACT,100,Dianthus armeria L.
2182,2182,Digitalis purpurea L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitalis purpurea,False,5414995,EXACT,100,Digitalis purpurea L.
2183,2183,Digitaria aequiglumis (Hack. & Arechav.) Parodi,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitaria aequiglumis,False,5676646,EXACT,99,Digitaria aequiglumis (Hack. & Arechav.) Parodi
2184,2184,Digitaria ciliaris (Retz.) Koeler,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitaria ciliaris,False,5289998,EXACT,99,Digitaria ciliaris (Retz.) Koeler
2185,2185,Digitaria ischaemum (Schreb.) Muhl.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitaria ischaemum,False,5290003,EXACT,99,Digitaria ischaemum (Schreb.) Muhl.
2186,2186,Digitaria sanguinalis (L.) Scop.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Digitaria sanguinalis,True,5289972,EXACT,99,Digitaria sanguinalis (L.) Scop.
2187,2187,Digitaria setigera Roth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitaria setigera,False,5289961,EXACT,99,Digitaria setigera Roth
2188,2188,Digitaria violascens Link,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Digitaria violascens,False,5289995,EXACT,100,Digitaria violascens Link
2189,2189,Diplotaxis muralis (L.) DC.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Diplotaxis muralis,False,5376337,EXACT,99,Diplotaxis muralis (L.) DC.
2190,2190,Dipsacus sativus (L.) Honckeny,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Dipsacaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Dipsacus sativus,False,2888816,EXACT,99,Dipsacus sativus (L.) Honck.
2192,2192,Draba verna L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Draba verna,False,7473187,EXACT,100,Draba verna L.
2193,2193,Duchesnea indica (Jacks.) Focke,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Duchesnea indica,False,5365717,EXACT,99,Duchesnea indica (Andrews) Focke
2194,2194,Echinochloa colona (L.) Link,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Echinochloa colona,False,6431411,FUZZY,98,Echinochloa colonum (L.) Link
2195,2195,Echinochloa crus-galli var. crus-galli,Echinochloa crus-galli (L.) P.Beauv.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,variety,SYNONYM,,terrestrial,CL,present,alien,Echinochloa crus-galli,False,2702808,EXACT,100,Echinochloa crus-galli (L.) P.Beauv.
2198,2198,Echinochloa crus-pavonis (Kunth) Schult.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Echinochloa crus-pavonis,False,2702804,EXACT,100,Echinochloa crus-pavonis (Kunth) Schult.
2199,2199,Echium plantagineum L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Echium plantagineum,True,2925895,EXACT,99,Echium plantagineum L.
2200,2200,Echium vulgare L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Echium vulgare,False,2925892,EXACT,99,Echium vulgare L.
2201,2201,"Ectopleura crocea (Agassiz, 1862)",,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,species,ACCEPTED,,brackish|marine,CL,present,cryptogenic|uncertain,Ectopleura crocea,False,2265658,EXACT,100,"Ectopleura crocea (Agassiz, 1862)"
2202,2202,Egeria densa Planch.,,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,species,ACCEPTED,invasive,freshwater,CL,present,alien,Egeria densa,True,5329263,EXACT,100,Egeria densa Planch.
2203,2203,Eichhornia crassipes (Mart.) Solms,,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,species,ACCEPTED,,freshwater,CL,present,alien,Eichhornia crassipes,False,2765942,EXACT,100,Eichhornia crassipes (Mart.) Solms
2204,2204,Eleocharis montana (Kunth) Roem. & Schult.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Eleocharis montana,False,2717236,EXACT,100,Eleocharis montana (Kunth) Roem. & Schult.
2205,2205,Eleocharis palustris (L.) Roem. & Schult.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,species,ACCEPTED,,terrestrial|freshwater,CL,present,alien,Eleocharis palustris,False,2717002,EXACT,99,Eleocharis palustris (L.) Roem. & Schult.
2206,2206,Elymus repens (L.) Gould,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Elymus repens,False,5290299,EXACT,100,Elymus repens (L.) Gould
2207,2207,Emex spinosa (L.) Campd.,Rumex spinosus L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,species,SYNONYM,,terrestrial,CL,present,alien,Emex spinosa,False,2888870,EXACT,100,Emex spinosa (L.) Campd.
2208,2208,Epilobium obscurum Schreb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,species,ACCEPTED,,terrestrial,CL,present,alien,Epilobium obscurum,False,3189152,EXACT,99,Epilobium obscurum Schreb.
2209,2209,"Equus asinus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,species,ACCEPTED,,terrestrial,CL,present,alien,Equus asinus,False,2440891,EXACT,100,"Equus asinus Linnaeus, 1758"
2210,2210,"Equus caballus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,species,ACCEPTED,,terrestrial,CL,present,alien,Equus caballus,False,2440886,EXACT,100,"Equus caballus Linnaeus, 1758"
2211,2211,Eragrostis atrovirens (Desf.) Trin. ex Steud.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eragrostis atrovirens,False,2705341,EXACT,99,Eragrostis atrovirens (Desf.) Trin. ex Steud.
2212,2212,Eragrostis curvula (Schrad.) Nees,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eragrostis curvula,False,2705378,EXACT,100,Eragrostis curvula (Schrad.) Nees
2213,2213,Eragrostis pilosa (L.) P.Beauv.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eragrostis pilosa,False,2705400,EXACT,99,Eragrostis pilosa (L.) P.Beauv.
2214,2214,Eragrostis tenuifolia Hochst.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eragrostis tenuifolia,False,2705397,EXACT,99,Eragrostis tenuifolia (A.Rich.) Hochst. ex Steud.
2215,2215,Erigeron karvinskianus DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,species,DOUBTFUL,invasive,terrestrial,CL,present,alien,Erigeron karvinskianus,True,3147168,EXACT,99,Erigeron karvinskianus DC.
2216,2216,Eriochloa montevidensis Griseb.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eriochloa montevidensis,False,4134192,EXACT,100,Eriochloa montevidensis Griseb.
2217,2217,Erodium botrys (Cav.) Bertol.,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Erodium botrys,False,2891628,EXACT,99,Erodium botrys (Cav.) Bertol.
2218,2218,Erodium cicutarium Lange,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Erodium cicutarium,False,9485490,EXACT,99,Erodium cicutarium (L.) L'Hér.
2219,2219,Erodium malacoides var. malacoides,Erodium malacoides (L.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,variety,SYNONYM,,terrestrial,CL,present,alien,Erodium malacoides,False,9297163,EXACT,99,Erodium malacoides (L.) L'Hér.
2221,2221,Erodium moschatum,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Erodium moschatum,False,9419993,EXACT,99,Erodium moschatum (L.) L'Hér.
2222,2222,Eruca vesicaria (L.) Cav.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eruca vesicaria,False,5375920,EXACT,100,Eruca vesicaria (L.) Cav.
2223,2223,Eschscholzia californica Cham.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Eschscholzia californica,True,2888380,EXACT,99,Eschscholzia californica Cham.
2224,2224,Eucalyptus camaldulensis Dehnh.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Eucalyptus camaldulensis,False,11869920,EXACT,99,Eucalyptus camaldulensis Denham
2225,2225,Eucalyptus globulus Labill.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Eucalyptus globulus,True,3176787,EXACT,100,Eucalyptus globulus Labill.
2226,2226,Euphorbia cyathophora Murray,Euphorbia heterophylla L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,SYNONYM,,terrestrial,CL,present,alien,Euphorbia cyathophora,False,3064495,EXACT,100,Euphorbia cyathophora Murray
2227,2227,Euphorbia falcata L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia falcata,False,3068845,EXACT,100,Euphorbia falcata L.
2228,2228,Euphorbia helioscopia L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia helioscopia,False,3066367,EXACT,99,Euphorbia helioscopia L.
2229,2229,Euphorbia hirta L.,,Plantae,Tracheophyta,Liliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia hirta,False,3068937,EXACT,100,Euphorbia hirta L.
2230,2230,Euphorbia lathyris L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia lathyris,False,3066965,EXACT,99,Euphorbia lathyris L.
2231,2231,Euphorbia maculata L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia maculata,False,3067119,EXACT,99,Euphorbia maculata L.
2232,2232,Euphorbia ophthalmica Pers.,,Plantae,Tracheophyta,Liliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia ophthalmica,False,3066953,EXACT,100,Euphorbia ophthalmica Pers.
2233,2233,Euphorbia peplus L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia peplus,False,3066386,EXACT,100,Euphorbia peplus L.
2234,2234,Euphorbia platyphyllos L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Euphorbia platyphyllos,False,3068153,EXACT,100,Euphorbia platyphyllos L.
2235,2235,Fallopia convolvulus (L.) A. Löve,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Fallopia convolvulus,False,6391461,EXACT,100,Fallopia convolvulus (L.) Á.Löve
2236,2236,Fallopia japonica (Houtt.) Ronse Decraene,Reynoutria japonica Houtt.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,species,SYNONYM,,terrestrial,CL,present,alien,Fallopia japonica,False,2889173,EXACT,99,Fallopia japonica (Houtt.) Ronse Decr.
2237,2237,Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene,Reynoutria sachalinensis (Friedrich Schmidt Petrop.) Nakai,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,species,SYNONYM,,terrestrial,CL,present,alien,Fallopia sachalinensis,False,2889088,EXACT,100,Fallopia sachalinensis (F.Schmidt) Ronse Decr.
2238,2238,"Felis catus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Carnivora,Felidae,species,ACCEPTED,invasive,terrestrial,CL,present,alien,Felis catus,True,2435035,EXACT,100,"Felis catus Linnaeus, 1758"
2239,2239,Festuca filiformis Pourr.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Festuca filiformis,False,2705011,EXACT,99,Festuca filiformis Pourr.
2240,2240,Festuca juncifolia St.-Amans,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Festuca juncifolia,False,4122081,EXACT,99,Festuca juncifolia St.-Amans
2241,2241,Festuca rubra L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Festuca rubra,False,2704922,EXACT,99,Festuca rubra L.
2242,2242,Foeniculum vulgare Mill.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Foeniculum vulgare,False,3034922,EXACT,99,Foeniculum vulgare Mill.
2243,2243,Fraxinus excelsior L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Fraxinus excelsior,False,3172358,EXACT,99,Fraxinus excelsior L.
2244,2244,Fumaria agraria Lag.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,species,ACCEPTED,,terrestrial,CL,present,alien,Fumaria agraria,False,5531376,EXACT,99,Fumaria agraria Lag.
2245,2245,Fumaria capreolata L.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,species,ACCEPTED,,terrestrial,CL,present,alien,Fumaria capreolata,False,5334218,EXACT,99,Fumaria capreolata L.
2246,2246,Fumaria parviflora Lam.,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,species,ACCEPTED,,terrestrial,CL,present,alien,Fumaria parviflora,False,5334215,EXACT,99,Fumaria parviflora Lam.
2247,2247,Galega officinalis L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Galega officinalis,False,2975667,EXACT,100,Galega officinalis L.
2248,2248,Galenia pubescens (Eckl. & Zeyh.) Druce,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,species,ACCEPTED,,terrestrial,CL,present,alien,Galenia pubescens,False,5554961,EXACT,100,Galenia pubescens (Eckl. & Zeyh.) Druce
