zona,speciesKey,registros,binomio,kingdom,class,family,invasora,habitat,nombre_comun
Gran Santiago,1340503,386,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Gran Santiago,3117424,92,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3190653,86,Ailanthus altissima,Plantae,Magnoliopsida,Simaroubaceae,False,terrestrial,árbol del cielo
Gran Santiago,2979474,69,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Gran Santiago,5371743,31,Anthriscus caucalis,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
Gran Santiago,2979000,24,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
Gran Santiago,3974754,22,Acacia karroo,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,8184903,19,Anagallis arvensis,Plantae,Magnoliopsida,Primulaceae,True,terrestrial,
Gran Santiago,5384396,13,Amaranthus deflexus,Plantae,Magnoliopsida,Amaranthaceae,False,terrestrial,
Gran Santiago,2703041,10,Arundo donax,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,5325855,10,Amaryllis belladonna,Plantae,Liliopsida,Amaryllidaceae,False,terrestrial,
Gran Santiago,2441022,9,Bos taurus,Animalia,Mammalia,Bovidae,True,terrestrial,
Gran Santiago,5391802,6,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,8971274,6,Beta vulgaris,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Gran Santiago,8035698,5,Anthemis cotula,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3120060,4,Achillea millefolium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,2926110,3,Borago officinalis,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Gran Santiago,3121319,3,Artemisia absinthium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3631293,3,Apium nodiflorum,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
Gran Santiago,2705300,2,Avena barbata,Plantae,Liliopsida,Poaceae,False,terrestrial,teatina
Gran Santiago,3152493,2,Anoda cristata,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Santiago,3152633,2,Abutilon grandifolium,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Santiago,5384390,2,Amaranthus cruentus,Plantae,Magnoliopsida,Amaranthaceae,False,terrestrial,
Gran Santiago,2705290,1,Avena sativa,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,2778437,1,Asphodelus fistulosus,Plantae,Liliopsida,Xanthorrhoeaceae,True,terrestrial,
Gran Santiago,2865100,1,Alisma plantago-aquatica,Plantae,Liliopsida,Alismataceae,False,freshwater,
Gran Santiago,3083771,1,Atriplex suberecta,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Gran Santiago,7747216,1,Aira caryophyllea,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,2495414,342,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Gran Santiago,5228080,214,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
Gran Santiago,5858758,77,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Gran Santiago,3034807,74,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Gran Santiago,5392252,57,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
Gran Santiago,2928390,51,Convolvulus arvensis,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
Gran Santiago,5375388,51,Capsella bursa-pastoris,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Santiago,3112364,47,Cynara cardunculus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3128888,34,Centaurea solstitialis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,9751099,33,Cairina moschata,Animalia,Aves,Anatidae,False,terrestrial|freshwater,
Gran Santiago,5219173,32,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Gran Santiago,3114667,29,Carduus pycnocephalus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3128091,23,Centaurea melitensis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,2480830,22,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Gran Santiago,3112801,20,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3083838,19,Chenopodium album,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Santiago,3103791,19,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,4064467,17,Cynoglossum creticum,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Gran Santiago,8200663,16,Cymbalaria muralis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,2370771,14,Cichlasoma facetum,Animalia,Actinopterygii,Cichlidae,True,freshwater,
Gran Santiago,8370958,14,Chamomilla recutita,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,8542672,13,Cotula australis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,8149099,12,Chenopodium murale,Plantae,Liliopsida,Chenopodiaceae,True,terrestrial,
Gran Santiago,6109637,11,Cynodon dactylon,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,1626096,10,Ceratitis capitata,Animalia,Insecta,Tephritidae,False,terrestrial,
Gran Santiago,5391480,9,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,8185959,8,Carduus nutans,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3083932,7,Chenopodium vulvaria,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Santiago,2441056,5,Capra hircus,Animalia,Mammalia,Bovidae,True,terrestrial,
Gran Santiago,2928441,5,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Santiago,3128483,5,Centaurea calcitrapa,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,3112110,4,Cotula coronopifolia,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,2703723,3,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,7903057,3,Brassica rapa,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,yuyo
Gran Santiago,2747939,2,Crocosmia crocosmiiflora,Plantae,Liliopsida,Iridaceae,False,terrestrial,
Gran Santiago,2891930,2,Casuarina equisetifolia,Plantae,Magnoliopsida,Casuarinaceae,False,terrestrial,
Gran Santiago,3083862,2,Chenopodium ficifolium,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Santiago,4286942,2,Carassius auratus,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
Gran Santiago,5362055,2,Crassula tillaea,Plantae,Magnoliopsida,Crassulaceae,False,terrestrial,
Gran Santiago,7627205,2,Chrysanthemum coronarium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,1652950,1,Culex quinquefasciatus,Animalia,Insecta,Culicidae,False,terrestrial|freshwater,
Gran Santiago,2350394,1,Cnesterodon decemmaculatus,Animalia,Actinopterygii,Poeciliidae,False,freshwater|brackish,
Gran Santiago,2703746,1,Bromus tectorum,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,2714156,1,Cyperus alternifolius,Plantae,Liliopsida,Cyperaceae,False,terrestrial|freshwater,
Gran Santiago,3089561,1,Centaurea cyanus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3138230,1,Carthamus lanatus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,7647071,1,Bromus erectus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,2888380,366,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Gran Santiago,4989904,358,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Gran Santiago,2928751,87,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Santiago,3066386,55,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Gran Santiago,5531376,55,Fumaria agraria,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Gran Santiago,9485490,54,Erodium cicutarium,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,alfilerillo
Gran Santiago,2975667,48,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
Gran Santiago,2435035,37,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
Gran Santiago,3050595,23,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,9419993,23,Erodium moschatum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Santiago,3066367,21,Euphorbia helioscopia,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Gran Santiago,5334218,21,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Gran Santiago,3034922,18,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Gran Santiago,9297163,17,Erodium malacoides,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Santiago,2765942,16,Eichhornia crassipes,Plantae,Liliopsida,Pontederiaceae,False,freshwater,
Gran Santiago,2913548,16,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Gran Santiago,4286975,14,Cyprinus carpio,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
Gran Santiago,3176787,12,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
Gran Santiago,2440886,8,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Gran Santiago,2715482,7,Cyperus eragrostis,Plantae,Liliopsida,Cyperaceae,False,terrestrial|freshwater,
Gran Santiago,2350570,4,Gambusia holbrooki,Animalia,Actinopterygii,Poeciliidae,True,freshwater|brackish,
Gran Santiago,5289972,4,Digitaria sanguinalis,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,5334215,4,Fumaria parviflora,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Gran Santiago,5365717,4,Duchesnea indica,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Gran Santiago,11869920,3,Eucalyptus camaldulensis,Plantae,Magnoliopsida,Myrtaceae,False,terrestrial,
Gran Santiago,2890541,3,Geranium purpureum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Santiago,3034742,3,Daucus carota,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,
Gran Santiago,3066965,3,Euphorbia lathyris,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Gran Santiago,3147168,3,Erigeron karvinskianus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,2888816,2,Dipsacus sativus,Plantae,Magnoliopsida,Dipsacaceae,False,terrestrial,
Gran Santiago,2925892,2,Echium vulgare,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Gran Santiago,3119175,2,Helianthus tuberosus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3132570,2,Galinsoga parviflora,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3172358,2,Fraxinus excelsior,Plantae,Magnoliopsida,Oleaceae,False,terrestrial,
Gran Santiago,5375920,2,Eruca vesicaria,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,7894250,2,Datura ferox,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Santiago,2440891,1,Equus asinus,Animalia,Mammalia,Equidae,False,terrestrial,
Gran Santiago,2714818,1,Cyperus rotundus,Plantae,Liliopsida,Cyperaceae,True,terrestrial|freshwater,
Gran Santiago,5414995,1,Digitalis purpurea,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,5554961,1,Galenia pubescens,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
Gran Santiago,1316908,94,Linepithema humile,Animalia,Insecta,Formicidae,False,terrestrial,hormiga argentina
Gran Santiago,2927069,34,Marrubium vulgare,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Santiago,2926679,21,Lamium amplexicaule,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Gran Santiago,7886346,19,Hordeum murinum,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,8338793,19,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Santiago,3140490,18,Lactuca serriola,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5289762,18,Lamarckia aurea,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,2965201,17,Medicago lupulina,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Santiago,2971016,17,Melilotus indicus,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol de olor
Gran Santiago,5373358,17,Lobularia maritima,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,9151957,17,Medicago sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,3086240,15,Mirabilis jalapa,Plantae,Magnoliopsida,Nyctaginaceae,False,terrestrial,
Gran Santiago,3152378,12,Malva parviflora,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Santiago,5341501,9,Melissa officinalis,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Santiago,2965531,8,Medicago polymorpha,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,hualputra
Gran Santiago,2971095,8,Melilotus albus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Santiago,2928576,7,Ipomoea purpurea,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
Gran Santiago,3140346,7,Lactuca virosa,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3152374,7,Malva sylvestris,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Santiago,2927189,6,Mentha pulegium,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Santiago,5357013,6,Lotus corniculatus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Santiago,3152373,5,Malva neglecta,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Santiago,3935079,4,Malva dendromorpha,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Santiago,2080592,3,Icerya purchasi,Animalia,Insecta,Margarodidae,True,host,
Gran Santiago,2873861,3,Linum usitatissimum,Plantae,Magnoliopsida,Linaceae,False,terrestrial,
Gran Santiago,2873896,3,Linum bienne,Plantae,Magnoliopsida,Linaceae,False,terrestrial,
Gran Santiago,3093702,3,Hypochaeris radicata,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3170819,3,Kickxia elatine,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,3084837,2,Mesembryanthemum nodiflorum,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
Gran Santiago,7952072,2,Lepus europaeus,Animalia,Mammalia,Leporidae,True,terrestrial,
Gran Santiago,8707933,2,Mentha piperita,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Santiago,11055820,1,Limnobium laevigatum,Plantae,Liliopsida,Hydrocharitaceae,False,freshwater,
Gran Santiago,2434333,1,Lycalopex griseus,Animalia,Mammalia,Canidae,False,terrestrial,
Gran Santiago,2706241,1,Lolium perenne,Plantae,Liliopsida,Poaceae,False,terrestrial,ballica
Gran Santiago,2927208,1,Mentha aquatica,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial|freshwater,
Gran Santiago,2965527,1,Medicago arabica,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,3093911,1,Hypochaeris glabra,Plantae,Magnoliopsida,Hypericaceae,False,terrestrial,
Gran Santiago,3152367,1,Malva nicaeensis,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Santiago,3935047,1,Malva assurgentiflora,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Santiago,5289906,1,Lophochloa cristata,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,5290177,1,Lagurus ovatus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,5376925,1,Lepidium bonariense,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Santiago,5384741,1,Lychnis coronaria,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Santiago,6413649,1,Juncus bufonius,Plantae,Liliopsida,Juncaceae,False,terrestrial|freshwater,
Gran Santiago,8848598,1,Leucanthemum vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Santiago,2479407,509,Myiopsitta monachus,Animalia,Aves,Psittacidae,True,terrestrial,cotorra argentina
Gran Santiago,2484396,412,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Gran Santiago,2928783,146,Nicotiana glauca,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,palqui / tabaco cimarrón
Gran Santiago,5231190,118,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
Gran Santiago,2888439,103,Papaver somniferum,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Gran Santiago,2436940,84,Oryctolagus cuniculus,Animalia,Mammalia,Leporidae,True,terrestrial,conejo europeo
Gran Santiago,2477581,28,Nothoprocta perdicaria,Animalia,Aves,Tinamidae,False,terrestrial,
Gran Santiago,3189767,28,Plantago major,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,
Gran Santiago,2891661,27,Oxalis pes-caprae,Plantae,Liliopsida,Oxalidaceae,True,terrestrial,
Gran Santiago,8208358,19,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
Gran Santiago,8427624,19,Oxalis corniculata,Plantae,Liliopsida,Oxalidaceae,False,terrestrial,
Gran Santiago,1114246,16,Phoracantha recurva,Animalia,Insecta,Cerambycidae,False,terrestrial,
Gran Santiago,7821030,16,Polygonum aviculare,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Gran Santiago,2891664,13,Oxalis articulata,Plantae,Magnoliopsida,Oxalidaceae,True,terrestrial,
Gran Santiago,3188875,13,Oenothera rosea,Plantae,Magnoliopsida,Onagraceae,True,terrestrial,
Gran Santiago,2492081,11,Paroaria coronata,Animalia,Aves,Emberizidae,False,terrestrial,
Gran Santiago,5341112,10,Phyla canescens,Plantae,Magnoliopsida,Verbenaceae,False,terrestrial,
Gran Santiago,1114140,9,Phoracantha semipunctata,Animalia,Insecta,Cerambycidae,False,terrestrial,
Gran Santiago,2882437,9,Nymphaea alba,Plantae,Magnoliopsida,Nymphaeaceae,False,freshwater,
Gran Santiago,5341784,9,Physalis peruviana,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,
Gran Santiago,3141855,8,Picris echioides,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5361801,8,Parietaria judaica,Plantae,Magnoliopsida,Urticaceae,True,terrestrial,
Gran Santiago,2704179,6,Poa annua,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,5290192,6,Pennisetum villosum,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,2888443,3,Papaver rhoeas,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,
Gran Santiago,2928774,2,Nicotiana tabacum,Plantae,Liliopsida,Solanaceae,False,terrestrial,
Gran Santiago,7429082,2,Mus musculus,Animalia,Mammalia,Muridae,True,terrestrial,ratón doméstico
Gran Santiago,2704194,1,Poa infirma,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,2704265,1,Poa compressa,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Santiago,3085381,1,Polycarpon tetraphyllum,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Santiago,3188894,1,Oenothera glazioviana,Plantae,Magnoliopsida,Onagraceae,False,terrestrial,
Gran Santiago,5285727,1,Pinus radiata,Plantae,Pinopsida,Pinaceae,True,terrestrial,pino insigne
Gran Santiago,5341183,1,Myosotis latifolia,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Gran Santiago,7733140,1,Parentucellia viscosa,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
Gran Santiago,9752149,1,Phasianus colchicus,Animalia,Aves,Phasianidae,False,terrestrial,
Gran Santiago,5380041,65,Ricinus communis,Plantae,Magnoliopsida,Euphorbiaceae,True,terrestrial,
Gran Santiago,3145214,61,Silybum marianum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,cardo mariano
Gran Santiago,3084719,44,Portulaca oleracea,Plantae,Magnoliopsida,Portulacaceae,False,terrestrial,
Gran Santiago,2996929,34,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
Gran Santiago,5352251,24,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,3046851,19,Sisymbrium irio,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,5373368,19,Rapistrum rugosum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Santiago,2984366,10,Soleirolia soleirolii,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Gran Santiago,3108983,10,Senecio vulgaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,3033318,9,Ranunculus muricatus,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Santiago,5372639,8,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
Gran Santiago,3046812,7,Sisymbrium orientale,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,7678610,7,Raphanus sativus,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Santiago,3040227,6,Populus nigra,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,
Gran Santiago,3040983,6,Raphanus raphanistrum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Santiago,5339050,5,Sherardia arvensis,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Gran Santiago,8174785,5,Rosa rubiginosa,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,rosa mosqueta
Gran Santiago,2439261,4,Rattus norvegicus,Animalia,Mammalia,Muridae,True,terrestrial,rata gris
Gran Santiago,2439270,4,Rattus rattus,Animalia,Mammalia,Muridae,True,terrestrial,rata negra
Gran Santiago,7538163,4,Solanum marginatum,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Santiago,2931104,3,Solanum pseudocapsicum,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Santiago,3083957,3,Salsola kali,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Gran Santiago,3105782,3,Sonchus asper,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5289919,3,Polypogon viridis,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Santiago,5355395,3,Spartium junceum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,2889011,2,Rumex obtusifolius,Plantae,Magnoliopsida,Polygonaceae,True,terrestrial,
Gran Santiago,3131229,2,Pseudognaphalium luteoalbum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,4933568,2,Senecio angulatus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,6409706,2,Salvia verbenaca,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Gran Santiago,7486599,2,Salvia guaranitica,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Gran Santiago,8195144,2,Rumex crispus,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Gran Santiago,2888728,1,Sambucus nigra,Plantae,Magnoliopsida,Adoxaceae,False,terrestrial,
Gran Santiago,2888946,1,Rumex longifolius,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Gran Santiago,3033339,1,Ranunculus repens,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Santiago,3033374,1,Ranunculus sceleratus,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Santiago,3046890,1,Sisymbrium officinale,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,3046913,1,Sisymbrium austriacum,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Santiago,3105768,1,Sonchus tenerrimus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5341297,1,Prunella vulgaris,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Gran Santiago,5384848,1,Silene gallica,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Santiago,7301010,1,Scabiosa atropurpurea,Plantae,Magnoliopsida,Dipsacaceae,False,terrestrial,
Gran Santiago,7595433,1,Salmo salar,Animalia,Actinopterygii,Salmonidae,False,freshwater|brackish|marine,
Gran Santiago,3171954,91,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
Gran Santiago,5361815,82,Urtica urens,Plantae,Magnoliopsida,Urticaceae,False,terrestrial,
Gran Santiago,5358748,71,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Gran Santiago,3172077,66,Veronica persica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,5394163,59,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
Gran Santiago,1311649,46,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
Gran Santiago,2443002,46,Trachemys scripta,Animalia,Reptilia,Emydidae,False,terrestrial|freshwater,
Gran Santiago,5384604,39,Stellaria media,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Santiago,3171949,36,Verbascum thapsus,Plantae,Magnoliopsida,Scrophulariaceae,True,terrestrial,
Gran Santiago,3169708,29,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
Gran Santiago,3172086,28,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
Gran Santiago,3118430,22,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5217334,20,Xenopus laevis,Animalia,Amphibia,Pipidae,True,terrestrial|freshwater,rana africana
Gran Santiago,2889934,12,Tropaeolum majus,Plantae,Magnoliopsida,Tropaeolaceae,False,terrestrial,
Gran Santiago,5358935,12,Trifolium fragiferum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,5421116,11,Tribulus terrestris,Plantae,Magnoliopsida,Zygophyllaceae,True,terrestrial,
Gran Santiago,3089150,10,Xanthium catharticum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,5361865,10,Ulmus minor,Plantae,Magnoliopsida,Ulmaceae,False,terrestrial,
