zona,speciesKey,registros,binomio,kingdom,class,family,invasora,habitat,nombre_comun
Ovalle,5228080,1,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
Ovalle,4989904,6,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Ovalle,2765942,3,Eichhornia crassipes,Plantae,Liliopsida,Pontederiaceae,False,freshwater,
Ovalle,2888380,3,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Ovalle,3034922,3,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Ovalle,2928751,2,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Ovalle,4286975,2,Cyprinus carpio,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
Ovalle,3050595,1,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Ovalle,3176787,1,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
Ovalle,3935047,2,Malva assurgentiflora,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Ovalle,2927069,1,Marrubium vulgare,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Ovalle,3086240,1,Mirabilis jalapa,Plantae,Magnoliopsida,Nyctaginaceae,False,terrestrial,
Ovalle,3756029,1,Maireana brevifolia,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Ovalle,2928783,7,Nicotiana glauca,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,palqui / tabaco cimarrón
Ovalle,5341112,4,Phyla canescens,Plantae,Magnoliopsida,Verbenaceae,False,terrestrial,
Ovalle,2484396,3,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Ovalle,1114246,1,Phoracantha recurva,Animalia,Insecta,Cerambycidae,False,terrestrial,
Ovalle,5380041,3,Ricinus communis,Plantae,Magnoliopsida,Euphorbiaceae,True,terrestrial,
Ovalle,3083957,1,Salsola kali,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Ovalle,2889934,1,Tropaeolum majus,Plantae,Magnoliopsida,Tropaeolaceae,False,terrestrial,
Ovalle,3118430,1,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Ovalle,3171954,1,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
Ovalle,5217334,1,Xenopus laevis,Animalia,Amphibia,Pipidae,True,terrestrial|freshwater,rana africana
San Antonio,1340503,51,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
San Antonio,2979000,12,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
San Antonio,5325855,7,Amaryllis belladonna,Plantae,Liliopsida,Amaryllidaceae,False,terrestrial,
San Antonio,3083667,5,Atriplex semibaccata,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
San Antonio,5414976,5,Bartsia trixago,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
San Antonio,2926110,4,Borago officinalis,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
San Antonio,3631293,4,Apium nodiflorum,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
San Antonio,8184903,4,Anagallis arvensis,Plantae,Magnoliopsida,Primulaceae,True,terrestrial,
San Antonio,2703041,3,Arundo donax,Plantae,Liliopsida,Poaceae,True,terrestrial,
San Antonio,2979474,3,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
San Antonio,3117424,3,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,8971274,3,Beta vulgaris,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
San Antonio,5391845,2,Bidens pilosa,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,1340383,1,Bombus ruderatus,Animalia,Insecta,Apidae,True,terrestrial,
San Antonio,2441022,1,Bos taurus,Animalia,Mammalia,Bovidae,True,terrestrial,
San Antonio,5371743,1,Anthriscus caucalis,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
San Antonio,5384396,1,Amaranthus deflexus,Plantae,Magnoliopsida,Amaranthaceae,False,terrestrial,
San Antonio,5391802,1,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,5858758,29,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
San Antonio,7627205,26,Chrysanthemum coronarium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,5228080,21,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
San Antonio,3112364,20,Cynara cardunculus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,3034807,17,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
San Antonio,2928441,16,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
San Antonio,2480830,15,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
San Antonio,2495414,11,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
San Antonio,3112110,9,Cotula coronopifolia,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,2928390,7,Convolvulus arvensis,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
San Antonio,3112801,7,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,5392252,5,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
San Antonio,5376961,4,Cardaria draba,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,5391480,4,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,3103791,3,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,3114667,3,Carduus pycnocephalus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,3128483,3,Centaurea calcitrapa,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,4064467,3,Cynoglossum creticum,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
San Antonio,5219173,3,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
San Antonio,8370958,3,Chamomilla recutita,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
San Antonio,2703723,2,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,5375388,2,Capsella bursa-pastoris,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,8200663,2,Cymbalaria muralis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
San Antonio,2370771,1,Cichlasoma facetum,Animalia,Actinopterygii,Cichlidae,True,freshwater,
San Antonio,2441056,1,Capra hircus,Animalia,Mammalia,Bovidae,True,terrestrial,
San Antonio,2702793,1,Briza minor,Plantae,Liliopsida,Poaceae,True,terrestrial,
San Antonio,3034871,1,Coriandrum sativum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,
San Antonio,3083838,1,Chenopodium album,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
San Antonio,3089561,1,Centaurea cyanus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,5568361,1,Chenopodium multifidum,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
San Antonio,6109637,1,Cynodon dactylon,Plantae,Liliopsida,Poaceae,True,terrestrial,
San Antonio,8542672,1,Cotula australis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,4989904,27,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
San Antonio,2975667,26,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
San Antonio,5531376,13,Fumaria agraria,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
San Antonio,2888380,12,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
San Antonio,3034922,9,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
San Antonio,3176787,9,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
San Antonio,9485490,5,Erodium cicutarium,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,alfilerillo
San Antonio,3066386,3,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
San Antonio,5334218,3,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
San Antonio,9419993,3,Erodium moschatum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
San Antonio,2890541,2,Geranium purpureum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
San Antonio,9297163,2,Erodium malacoides,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
San Antonio,2435035,1,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
San Antonio,2440886,1,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
San Antonio,2913548,1,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
San Antonio,2928751,1,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
San Antonio,3050595,1,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,4286975,1,Cyprinus carpio,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
San Antonio,5375920,1,Eruca vesicaria,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,5414995,1,Digitalis purpurea,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
San Antonio,5554961,1,Galenia pubescens,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
San Antonio,2963807,45,Lupinus arboreus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
San Antonio,3935079,35,Malva dendromorpha,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
San Antonio,1316908,16,Linepithema humile,Animalia,Insecta,Formicidae,False,terrestrial,hormiga argentina
San Antonio,2434333,14,Lycalopex griseus,Animalia,Mammalia,Canidae,False,terrestrial,
San Antonio,2971016,10,Melilotus indicus,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol de olor
San Antonio,5373358,6,Lobularia maritima,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,2965531,4,Medicago polymorpha,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,hualputra
San Antonio,9151957,4,Medicago sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,2927069,3,Marrubium vulgare,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
San Antonio,7886346,3,Hordeum murinum,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,2873896,2,Linum bienne,Plantae,Magnoliopsida,Linaceae,False,terrestrial,
San Antonio,2926679,2,Lamium amplexicaule,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
San Antonio,2965527,2,Medicago arabica,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,3935047,2,Malva assurgentiflora,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
San Antonio,5357013,2,Lotus corniculatus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
San Antonio,7952072,2,Lepus europaeus,Animalia,Mammalia,Leporidae,True,terrestrial,
San Antonio,11665063,1,Logfia gallica,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,2706241,1,Lolium perenne,Plantae,Liliopsida,Poaceae,False,terrestrial,ballica
San Antonio,2927189,1,Mentha pulegium,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
San Antonio,2964025,1,Lupinus angustifolius,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
San Antonio,2971095,1,Melilotus albus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
San Antonio,3084839,1,Mesembryanthemum crystallinum,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
San Antonio,3093702,1,Hypochaeris radicata,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,3152378,1,Malva parviflora,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
San Antonio,5289762,1,Lamarckia aurea,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,5289906,1,Lophochloa cristata,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,5290177,1,Lagurus ovatus,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,5376925,1,Lepidium bonariense,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,5377378,1,Matthiola incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,7515045,1,Lotus tenuis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,8338793,1,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
San Antonio,2891661,23,Oxalis pes-caprae,Plantae,Liliopsida,Oxalidaceae,True,terrestrial,
San Antonio,2484396,18,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
San Antonio,5231190,16,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
San Antonio,5341112,13,Phyla canescens,Plantae,Magnoliopsida,Verbenaceae,False,terrestrial,
San Antonio,2928783,10,Nicotiana glauca,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,palqui / tabaco cimarrón
San Antonio,8208358,8,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
San Antonio,2479407,4,Myiopsitta monachus,Animalia,Aves,Psittacidae,True,terrestrial,cotorra argentina
San Antonio,2888439,4,Papaver somniferum,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
San Antonio,5361801,4,Parietaria judaica,Plantae,Magnoliopsida,Urticaceae,True,terrestrial,
San Antonio,2891664,3,Oxalis articulata,Plantae,Magnoliopsida,Oxalidaceae,True,terrestrial,
San Antonio,3188875,3,Oenothera rosea,Plantae,Magnoliopsida,Onagraceae,True,terrestrial,
San Antonio,3189739,3,Plantago coronopus,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
San Antonio,3189767,3,Plantago major,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,
San Antonio,1114246,2,Phoracantha recurva,Animalia,Insecta,Cerambycidae,False,terrestrial,
San Antonio,8427624,2,Oxalis corniculata,Plantae,Liliopsida,Oxalidaceae,False,terrestrial,
San Antonio,1114140,1,Phoracantha semipunctata,Animalia,Insecta,Cerambycidae,False,terrestrial,
San Antonio,2704179,1,Poa annua,Plantae,Liliopsida,Poaceae,False,terrestrial,
San Antonio,2888443,1,Papaver rhoeas,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,
San Antonio,5285727,1,Pinus radiata,Plantae,Pinopsida,Pinaceae,True,terrestrial,pino insigne
San Antonio,5289744,1,Phalaris canariensis,Plantae,Liliopsida,Poaceae,True,terrestrial|freshwater,
San Antonio,7429082,1,Mus musculus,Animalia,Mammalia,Muridae,True,terrestrial,ratón doméstico
San Antonio,3145214,15,Silybum marianum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,cardo mariano
San Antonio,7678610,8,Raphanus sativus,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,5380041,7,Ricinus communis,Plantae,Magnoliopsida,Euphorbiaceae,True,terrestrial,
San Antonio,2996929,4,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
San Antonio,3040983,4,Raphanus raphanistrum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,2439270,3,Rattus rattus,Animalia,Mammalia,Muridae,True,terrestrial,rata negra
San Antonio,4933568,3,Senecio angulatus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,5373368,3,Rapistrum rugosum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
San Antonio,8195144,3,Rumex crispus,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
San Antonio,2888995,2,Rumex acetosella,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
San Antonio,3083957,2,Salsola kali,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
San Antonio,3108983,2,Senecio vulgaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,5339050,2,Sherardia arvensis,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
San Antonio,5372639,2,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
San Antonio,2984366,1,Soleirolia soleirolii,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
San Antonio,3040251,1,Reseda luteola,Plantae,Magnoliopsida,Resedaceae,False,terrestrial,
San Antonio,3046812,1,Sisymbrium orientale,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,3046851,1,Sisymbrium irio,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
San Antonio,3131229,1,Pseudognaphalium luteoalbum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,3190381,1,Ruta chalepensis,Plantae,Magnoliopsida,Rutaceae,False,terrestrial,
San Antonio,5289919,1,Polypogon viridis,Plantae,Liliopsida,Poaceae,True,terrestrial,
San Antonio,5352251,1,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5355395,1,Spartium junceum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5364245,1,Sanguisorba minor,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
San Antonio,5367273,1,Potentilla reptans,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,
San Antonio,7538163,1,Solanum marginatum,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
San Antonio,8174785,1,Rosa rubiginosa,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,rosa mosqueta
San Antonio,2889934,30,Tropaeolum majus,Plantae,Magnoliopsida,Tropaeolaceae,False,terrestrial,
San Antonio,1311649,15,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
San Antonio,3169708,13,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
San Antonio,5554574,8,Tetragonia tetragonoides,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
San Antonio,3171954,7,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
San Antonio,2975014,5,Vicia sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5359395,5,Trifolium angustifolium,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5361815,5,Urtica urens,Plantae,Magnoliopsida,Urticaceae,False,terrestrial,
San Antonio,3089150,4,Xanthium catharticum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,2868827,3,Zantedeschia aethiopica,Plantae,Liliopsida,Araceae,False,terrestrial|freshwater,
San Antonio,3172077,3,Veronica persica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
San Antonio,3172086,3,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
San Antonio,5217334,3,Xenopus laevis,Animalia,Amphibia,Pipidae,True,terrestrial|freshwater,rana africana
San Antonio,5394163,3,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
San Antonio,5359510,2,Trifolium tomentosum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5384604,2,Stellaria media,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
San Antonio,7736551,2,Spergularia marina,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
San Antonio,2443002,1,Trachemys scripta,Animalia,Reptilia,Emydidae,False,terrestrial|freshwater,
San Antonio,3034819,1,Torilis nodosa,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,
San Antonio,3085633,1,Spergularia rubra,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
San Antonio,3097166,1,Tolpis barbata,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,3118430,1,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
San Antonio,5289534,1,Typha domingensis,Plantae,Liliopsida,Typhaceae,False,terrestrial|freshwater|brackish,
San Antonio,5358694,1,Trifolium glomeratum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,5358748,1,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
San Antonio,5358935,1,Trifolium fragiferum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
San Antonio,8324121,1,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
San Antonio,9182154,1,Vicia villosa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Linares,2979474,2,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Linares,1340383,1,Bombus ruderatus,Animalia,Insecta,Apidae,True,terrestrial,
Linares,1340503,1,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Linares,5414976,1,Bartsia trixago,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
Linares,2495414,2,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Linares,3034807,1,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Linares,4989904,2,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Linares,5334218,2,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Linares,2925895,1,Echium plantagineum,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Linares,2965531,1,Medicago polymorpha,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,hualputra
Linares,3189525,1,Hypericum androsaemum,Plantae,Magnoliopsida,Hypericaceae,False,terrestrial,
Linares,8338793,1,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Linares,2484396,1,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Linares,3172086,1,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
Linares,5358748,1,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Linares,5421116,1,Tribulus terrestris,Plantae,Magnoliopsida,Zygophyllaceae,True,terrestrial,
Melipilla,1340503,4,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Melipilla,5325855,2,Amaryllis belladonna,Plantae,Liliopsida,Amaryllidaceae,False,terrestrial,
Melipilla,5391802,2,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Melipilla,2703041,1,Arundo donax,Plantae,Liliopsida,Poaceae,True,terrestrial,
Melipilla,2705290,1,Avena sativa,Plantae,Liliopsida,Poaceae,False,terrestrial,
Melipilla,2705300,1,Avena barbata,Plantae,Liliopsida,Poaceae,False,terrestrial,teatina
Melipilla,3974754,1,Acacia karroo,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Melipilla,5384334,1,Amaranthus viridis,Plantae,Magnoliopsida,Amaranthaceae,False,terrestrial,
Melipilla,5391845,1,Bidens pilosa,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Melipilla,6109534,1,Amaranthus retroflexus,Plantae,Magnoliopsida,Amaranthaceae,True,terrestrial,
Melipilla,8035698,1,Anthemis cotula,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,8089871,1,Arenaria serpyllifolia,Plantae,Magnoliopsida,Caryophyllaceae,True,terrestrial,
Melipilla,8184903,1,Anagallis arvensis,Plantae,Magnoliopsida,Primulaceae,True,terrestrial,
Melipilla,2928390,6,Convolvulus arvensis,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
Melipilla,3112364,5,Cynara cardunculus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Melipilla,3034807,4,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Melipilla,3083838,3,Chenopodium album,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Melipilla,3103791,3,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,3112801,3,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,3128483,3,Centaurea calcitrapa,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,5375388,3,Capsella bursa-pastoris,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Melipilla,5392252,3,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
Melipilla,8149099,3,Chenopodium murale,Plantae,Liliopsida,Chenopodiaceae,True,terrestrial,
Melipilla,3138230,2,Carthamus lanatus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,5376961,2,Cardaria draba,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Melipilla,8200663,2,Cymbalaria muralis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Melipilla,2480830,1,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Melipilla,2703723,1,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Melipilla,2928441,1,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Melipilla,3114667,1,Carduus pycnocephalus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,4930695,1,Croton setiger,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Melipilla,5219173,1,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Melipilla,5228080,1,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
Melipilla,5391480,1,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Melipilla,5858758,1,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Melipilla,6109637,1,Cynodon dactylon,Plantae,Liliopsida,Poaceae,True,terrestrial,
Melipilla,8542672,1,Cotula australis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Melipilla,3066386,7,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Melipilla,9419993,7,Erodium moschatum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Melipilla,2888380,5,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Melipilla,3066367,5,Euphorbia helioscopia,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Melipilla,5334218,5,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Melipilla,2928751,3,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Melipilla,2975667,3,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
Melipilla,3050595,2,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Melipilla,3176787,2,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
Melipilla,2440886,1,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Melipilla,3034922,1,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
