zona,speciesKey,registros
Temuco,5231190,21
Temuco,2484396,10
Temuco,8208358,6
Temuco,2436940,5
Temuco,2479407,5
Temuco,3189767,3
Temuco,1114140,2
Temuco,2891664,2
Temuco,7733140,2
Temuco,2704179,1
Temuco,2888443,1
Temuco,5190769,1
Temuco,5285727,1
Temuco,5341177,1
Temuco,5358265,1
Temuco,8427624,1
Temuco,3033339,5
Temuco,2996929,4
Temuco,3145214,4
Temuco,2888728,3
Temuco,2889011,3
Temuco,5341297,3
Temuco,5352251,3
Temuco,3108983,2
Temuco,7678610,2
Temuco,8174785,2
Temuco,2439270,1
Temuco,2888995,1
Temuco,2984366,1
Temuco,3040227,1
Temuco,3085360,1
Temuco,5372639,1
Temuco,3169708,13
Temuco,2951984,10
Temuco,3171949,7
Temuco,5358748,6
Temuco,1311649,5
Temuco,3172077,5
Temuco,3171954,4
Temuco,5347796,4
Temuco,2889934,3
Temuco,5361815,3
Temuco,5384604,2
Temuco,8324121,2
Temuco,2868827,1
Temuco,3089150,1
Temuco,3118430,1
Temuco,3172048,1
Temuco,3172057,1
Temuco,3172086,1
Temuco,5358683,1
Temuco,5359378,1
Temuco,5359429,1
Temuco,5394163,1
Iquique,5371743,1
Iquique,2495414,7
Iquique,2480830,4
Iquique,2928390,1
Iquique,4984851,1
Iquique,6109637,1
Iquique,8149099,1
Iquique,2928755,2
Iquique,2913548,1
Iquique,3935079,2
Iquique,2965531,1
Iquique,9151957,1
Iquique,5231190,8
Iquique,5341112,1
Iquique,8208358,1
Iquique,3084883,3
Rancagua,1340503,7
Rancagua,2979474,3
Rancagua,3042636,2
Rancagua,5384396,2
Rancagua,1340383,1
Rancagua,2926110,1
Rancagua,2979000,1
Rancagua,3042845,1
Rancagua,3102781,1
Rancagua,3190653,1
Rancagua,3974754,1
Rancagua,5391802,1
Rancagua,2495414,45
Rancagua,5228080,8
Rancagua,3083838,6
Rancagua,2480830,5
Rancagua,2928390,4
Rancagua,3034807,4
Rancagua,5375388,4
Rancagua,5858758,4
Rancagua,6109637,4
Rancagua,5392252,3
Rancagua,2441056,1
Rancagua,2703723,1
Rancagua,2891930,1
Rancagua,3089561,1
Rancagua,3112364,1
Rancagua,3112801,1
Rancagua,3114667,1
Rancagua,5219173,1
Rancagua,5391480,1
Rancagua,8149099,1
Rancagua,8542672,1
Rancagua,9751099,1
Rancagua,2888380,13
Rancagua,9419993,5
Rancagua,3050595,4
Rancagua,4989904,3
Rancagua,5334218,3
Rancagua,2913548,2
Rancagua,3066386,2
Rancagua,9485490,2
Rancagua,2440886,1
Rancagua,2891488,1
Rancagua,2975667,1
Rancagua,3066367,1
Rancagua,3066965,1
Rancagua,6391461,1
Rancagua,3152378,3
Rancagua,5374118,3
Rancagua,2926679,2
Rancagua,7886346,2
Rancagua,8338793,2
Rancagua,1316908,1
Rancagua,2927189,1
Rancagua,2971016,1
Rancagua,3084837,1
Rancagua,3086240,1
Rancagua,3093702,1
Rancagua,3140346,1
Rancagua,3140490,1
Rancagua,3188747,1
Rancagua,5289762,1
Rancagua,5373358,1
Rancagua,9151957,1
Rancagua,5231190,28
Rancagua,2484396,13
Rancagua,2479407,4
Rancagua,2888439,3
Rancagua,7821030,3
Rancagua,1114246,2
Rancagua,8208358,2
Rancagua,2436940,1
Rancagua,2704179,1
Rancagua,3189767,1
Rancagua,5289752,1
Rancagua,8427624,1
Rancagua,3040983,3
Rancagua,5372639,2
Rancagua,5373368,2
Rancagua,2889011,1
Rancagua,3084719,1
Rancagua,3108983,1
Rancagua,3145214,1
Rancagua,5361815,4
Rancagua,1311649,3
Rancagua,3171954,3
Rancagua,5384604,3
Rancagua,5394163,3
Rancagua,5358748,2
Rancagua,3089150,1
Rancagua,3169708,1
Rancagua,3172077,1
Rancagua,6109535,1
Talca,2979474,24
Talca,1340503,8
Talca,1340383,4
Talca,3190653,4
Talca,2876213,3
Talca,2926110,3
Talca,2441022,2
Talca,2979000,2
Talca,5391802,1
Talca,5392252,13
Talca,3034807,11
Talca,2928390,10
Talca,5858758,8
Talca,2495414,7
Talca,5219173,5
Talca,5228080,5
Talca,2480830,3
Talca,2928441,3
Talca,3083838,2
Talca,3112801,2
Talca,5375388,2
Talca,2370771,1
Talca,2441056,1
Talca,2702792,1
Talca,2747939,1
Talca,3103791,1
Talca,3114667,1
Talca,3128888,1
Talca,9751099,1
Talca,4989904,34
Talca,2975667,19
Talca,2888380,18
Talca,2435035,9
Talca,2928751,6
Talca,3119175,6
Talca,2765942,4
Talca,3034922,4
Talca,4286975,4
Talca,11869920,3
Talca,5334218,3
Talca,2440886,2
Talca,3066386,2
Talca,3176787,2
Talca,2350570,1
Talca,2888816,1
Talca,2891628,1
Talca,3050595,1
Talca,3152560,1
Talca,9419993,1
Talca,11055820,32
Talca,2965531,3
Talca,1316908,2
Talca,2927189,2
Talca,2080592,1
Talca,2701311,1
Talca,2927069,1
Talca,2964025,1
Talca,2971095,1
Talca,7886346,1
Talca,8338793,1
Talca,5231190,13
Talca,2888439,5
Talca,2891661,4
Talca,2436940,3
Talca,1114246,2
Talca,2479407,2
Talca,3189767,2
Talca,2704179,1
Talca,2882437,1
Talca,5285727,1
Talca,8208358,1
Talca,3145214,10
Talca,2996929,9
Talca,5352251,6
Talca,5372639,3
Talca,3170875,2
Talca,7678610,2
Talca,2932184,1
Talca,3040227,1
Talca,3040983,1
Talca,3108983,1
Talca,5339050,1
Talca,5380041,1
Talca,8174785,1
Talca,3171954,11
Talca,1311649,6
Talca,3172086,6
Talca,3089150,3
Talca,5358748,3
Talca,3118430,1
Talca,3171949,1
Talca,3172077,1
Talca,5358694,1
Talca,5359378,1
Talca,5359510,1
Talca,7705930,1
Talca,9182154,1
Arica,1340503,1
Arica,3170241,1
Arica,3795445,1
Arica,2480830,6
Arica,2495414,1
Arica,3084837,1
Arica,5231190,3
Arica,2484396,2
Arica,3084883,1
Arica,2889934,1
Chillan,2979474,69
Chillan,1340503,17
Chillan,2926110,5
Chillan,2979000,5
Chillan,1340383,4
Chillan,5325855,4
Chillan,3042636,3
Chillan,2865100,2
Chillan,3190653,2
Chillan,5414976,1
Chillan,2495414,13
Chillan,5392252,7
Chillan,5858758,6
Chillan,2928390,5
Chillan,3034807,3
Chillan,5228080,3
Chillan,5375388,2
Chillan,8200663,2
Chillan,2480830,1
Chillan,2702792,1
Chillan,2928441,1
Chillan,3112801,1
Chillan,7903057,1
Chillan,4989904,23
Chillan,2888380,16
Chillan,3034922,7
Chillan,2925892,6
Chillan,2928751,6
Chillan,2975667,6
Chillan,9419993,5
Chillan,2925895,4
Chillan,4286975,4
Chillan,3034742,2
Chillan,3050595,2
Chillan,2435035,1
Chillan,2440886,1
Chillan,2702808,1
Chillan,2705308,1
Chillan,2888816,1
Chillan,2891488,1
Chillan,2913548,1
Chillan,3066386,1
Chillan,3132570,1
Chillan,3176787,1
Chillan,5414995,1
Chillan,2927069,3
Chillan,2965531,2
Chillan,3093702,2
Chillan,3152374,2
Chillan,5341501,2
Chillan,11055820,1
Chillan,2873861,1
Chillan,2926679,1
Chillan,3134857,1
Chillan,3152378,1
Chillan,8338793,1
Chillan,5231190,6
Chillan,5285727,6
Chillan,2436940,3
Chillan,2484396,3
Chillan,2704179,2
Chillan,2891664,2
Chillan,8208358,2
Chillan,1114246,1
Chillan,2888439,1
Chillan,5190769,1
Chillan,5341784,1
Chillan,7733140,1
Chillan,5352251,60
Chillan,2996929,18
Chillan,3040983,5
Chillan,3084719,5
Chillan,2888995,2
Chillan,3145214,2
Chillan,5364245,2
Chillan,5372639,2
Chillan,2888978,1
Chillan,2889011,1
Chillan,2931104,1
Chillan,3002461,1
Chillan,3033318,1
Chillan,3040227,1
Chillan,3105782,1
Chillan,3108983,1
Chillan,5339050,1
Chillan,7678610,1
Chillan,5347796,18
Chillan,1311649,6
Chillan,5358748,6
Chillan,3172077,5
Chillan,3171954,4
Chillan,5394163,4
Chillan,3169708,3
Chillan,5384604,3
Chillan,2889934,2
Chillan,2975014,2
Chillan,3171949,2
Chillan,3172086,2
Chillan,3118430,1
Chillan,5359246,1
Chillan,5359378,1
Chillan,5359429,1
Chillan,5361815,1
Chillan,5361865,1
Chillan,8324121,1
Puerto Montt,1340503,16
Puerto Montt,1340383,3
Puerto Montt,3117424,3
Puerto Montt,2979000,2
Puerto Montt,2979474,2
Puerto Montt,3042845,2
Puerto Montt,3120060,2
Puerto Montt,2865100,1
Puerto Montt,2876213,1
Puerto Montt,5200757,1
Puerto Montt,2495414,29
Puerto Montt,5858758,15
Puerto Montt,2747939,12
Puerto Montt,5219173,8
Puerto Montt,3112801,5
Puerto Montt,3034807,2
Puerto Montt,3112110,2
Puerto Montt,2441056,1
Puerto Montt,2480830,1
Puerto Montt,2928441,1
Puerto Montt,3103791,1
Puerto Montt,4984851,1
Puerto Montt,8200663,1
Puerto Montt,8370958,1
Puerto Montt,5414995,14
Puerto Montt,3034922,6
Puerto Montt,2889173,4
Puerto Montt,4989904,3
Puerto Montt,2435035,2
Puerto Montt,2925892,2
Puerto Montt,5354656,2
Puerto Montt,2440886,1
Puerto Montt,2705308,1
Puerto Montt,2888380,1
Puerto Montt,2890668,1
Puerto Montt,2913548,1
Puerto Montt,3066386,1
Puerto Montt,3147168,1
Puerto Montt,2963807,3
Puerto Montt,8848598,3
Puerto Montt,3134857,2
Puerto Montt,3189525,2
Puerto Montt,5357013,2
Puerto Montt,7952072,2
Puerto Montt,2434333,1
Puerto Montt,2701311,1
Puerto Montt,2706164,1
Puerto Montt,3189486,1
Puerto Montt,5384741,1
Puerto Montt,5231190,20
Puerto Montt,7733140,6
Puerto Montt,8208358,6
Puerto Montt,2484396,2
Puerto Montt,5204019,2
Puerto Montt,3033339,6
Puerto Montt,5341297,4
Puerto Montt,8174785,3
Puerto Montt,2996929,2
Puerto Montt,3108983,2
Puerto Montt,5372639,2
Puerto Montt,2888995,1
Puerto Montt,5352251,1
Puerto Montt,5384848,1
Puerto Montt,8215487,1
Puerto Montt,2951984,17
Puerto Montt,5358748,11
Puerto Montt,8324121,8
Puerto Montt,1311649,4
Puerto Montt,3169708,2
Puerto Montt,3171949,2
Puerto Montt,5359429,2
Puerto Montt,5394163,2
Puerto Montt,2868827,1
Puerto Montt,3118430,1
Puerto Montt,3172057,1
Puerto Montt,3172077,1
Calama,9657641,1
Calama,2495414,4
Calama,2480830,2
Calama,2703723,1
Calama,9151957,1
Calama,5204019,1
Calama,2439261,1
Osorno,1340503,43
Osorno,2979474,15
Osorno,2979000,7
Osorno,3117424,6
Osorno,3120060,6
Osorno,2876213,4
Osorno,8971274,4
Osorno,1340383,3
Osorno,2926110,2
Osorno,5391802,1
Osorno,5219173,10
Osorno,5858758,9
Osorno,5392252,6
Osorno,3034807,4
Osorno,3112801,4
Osorno,2480830,2
Osorno,2495414,2
Osorno,5391480,2
Osorno,9890104,2
Osorno,3103791,1
Osorno,4989904,25
Osorno,3176787,7
Osorno,3034922,6
Osorno,2435035,5
Osorno,3066386,3
Osorno,3066965,3
Osorno,2925892,2
Osorno,5354656,2
Osorno,5414995,2
Osorno,2705308,1
Osorno,2913548,1
Osorno,2925895,1
Osorno,2975667,1
Osorno,3119175,1
Osorno,3147168,1
Osorno,4286975,1
Osorno,5334218,1
Osorno,3093702,2
Osorno,3189525,2
Osorno,2434333,1
Osorno,3134857,1
Osorno,5384741,1
Osorno,7886346,1
Osorno,8338793,1
Osorno,8848598,1
Osorno,5231190,6
Osorno,2484396,5
Osorno,8208358,4
Osorno,3189767,2
Osorno,5285727,2
Osorno,7733140,2
Osorno,2888439,1
Osorno,3145214,11
Osorno,3040227,4
Osorno,5372639,3
Osorno,5352251,2
Osorno,2996929,1
Osorno,3033339,1
Osorno,3040983,1
Osorno,3085360,1
Osorno,3085810,1
Osorno,5339050,1
Osorno,8174785,1
Osorno,8215487,1
Osorno,5358748,7
Osorno,3172086,5
Osorno,8324121,5
Osorno,5394163,4
Osorno,1311649,3
Osorno,3169708,3
Osorno,2765156,1
Osorno,2868827,1
Osorno,2975014,1
Osorno,3118430,1
Osorno,3171949,1
Osorno,3171954,1
Osorno,5331235,1
Osorno,5347796,1
Valdivia,1340503,22
Valdivia,2979000,18
Valdivia,2876213,10
Valdivia,2979474,5
Valdivia,3120060,5
Valdivia,5325855,5
Valdivia,1340383,3
Valdivia,3117424,3
Valdivia,8184903,3
Valdivia,2865100,2
Valdivia,5391802,2
Valdivia,2441022,1
Valdivia,3033191,1
Valdivia,3114986,1
Valdivia,2495414,16
Valdivia,5858758,16
Valdivia,2747939,11
Valdivia,5228080,8
Valdivia,2928441,5
Valdivia,2480830,3
Valdivia,3103791,3
Valdivia,3034807,2
Valdivia,5392252,2
Valdivia,7439391,2
Valdivia,2440958,1
Valdivia,2702792,1
Valdivia,2928390,1
Valdivia,3034871,1
Valdivia,3112801,1
Valdivia,5219173,1
Valdivia,5403304,1
Valdivia,4989904,38
Valdivia,5414995,21
Valdivia,5329263,7
Valdivia,3034922,6
Valdivia,5354656,6
Valdivia,2975667,3
Valdivia,3066386,3
Valdivia,2350570,2
Valdivia,2435035,2
Valdivia,2440886,2
Valdivia,2705308,2
Valdivia,2891488,2
Valdivia,2925895,2
Valdivia,5334218,2
Valdivia,5354707,2
Valdivia,5365717,2
Valdivia,2715482,1
Valdivia,2888380,1
Valdivia,2913548,1
Valdivia,2928751,1
Valdivia,3147168,1
Valdivia,5289972,1
Valdivia,2434333,18
Valdivia,3188736,8
Valdivia,3189525,6
Valdivia,7952072,4
Valdivia,2701311,3
Valdivia,3134857,3
Valdivia,2927189,2
Valdivia,8848598,2
Valdivia,2706164,1
Valdivia,2706241,1
Valdivia,2965201,1
Valdivia,3189486,1
Valdivia,3935079,1
Valdivia,4129708,1
Valdivia,5341501,1
Valdivia,5357013,1
Valdivia,5373358,1
Valdivia,6413649,1
Valdivia,8338793,1
Valdivia,5231190,16
Valdivia,2484396,6
Valdivia,2882437,6
Valdivia,8208358,6
Valdivia,7733140,5
Valdivia,2891664,3
Valdivia,2477581,2
Valdivia,5341183,2
Valdivia,5341784,2
Valdivia,2928774,1
Valdivia,3189767,1
Valdivia,5190769,1
Valdivia,5285727,1
Valdivia,5289917,1
Valdivia,8427624,1
Valdivia,8174785,11
Valdivia,5341297,10
Valdivia,3033339,8
Valdivia,2996929,3
Valdivia,3145214,3
Valdivia,5372639,3
Valdivia,2439261,2
Valdivia,2888995,2
Valdivia,2439270,1
Valdivia,2888728,1
Valdivia,2889011,1
Valdivia,2984366,1
Valdivia,3040983,1
Valdivia,3084719,1
Valdivia,3105782,1
Valdivia,7301010,1
Valdivia,8195144,1
Valdivia,5358748,9
Valdivia,8324121,9
Valdivia,1311649,8
Valdivia,2443002,8
Valdivia,2951984,7
Valdivia,5347796,6
Valdivia,2765156,5
Valdivia,3169708,4
Valdivia,5359429,3
Valdivia,5394163,3
Valdivia,2868827,2
Valdivia,3172057,2
Valdivia,3118274,1
Valdivia,3171949,1
Valdivia,3172048,1
Valdivia,3172077,1
Valdivia,3172086,1
Copiapo,1340503,2
Copiapo,3152633,1
Copiapo,2495414,4
Copiapo,5392252,2
Copiapo,3112110,1
Copiapo,5289726,1
Copiapo,2928751,2
Copiapo,2928755,1
Copiapo,2971095,3
Copiapo,3084839,1
Copiapo,3152378,1
Copiapo,2928783,6
Copiapo,2492081,4
Copiapo,5341112,3
Copiapo,2479407,2
Copiapo,1114246,1
Copiapo,5231190,1
Copiapo,5341766,1
Copiapo,5380041,8
Copiapo,3145214,1
Copiapo,3172086,1
Los Angeles,2979474,4
Los Angeles,5391802,4
Los Angeles,1340503,2
Los Angeles,2705300,1
Los Angeles,2876213,1
Los Angeles,3042636,1
Los Angeles,2495414,5
Los Angeles,3034807,2
Los Angeles,5392252,2
Los Angeles,5858758,2
Los Angeles,6109637,2
Los Angeles,2702792,1
Los Angeles,2928390,1
Los Angeles,3083838,1
Los Angeles,3112801,1
Los Angeles,5403304,1
Los Angeles,8149099,1
Los Angeles,8370958,1
Los Angeles,2925892,4
Los Angeles,4989904,4
Los Angeles,2928751,3
Los Angeles,5334218,3
Los Angeles,2975667,2
Los Angeles,9419993,2
Los Angeles,2888380,1
Los Angeles,3034742,1
Los Angeles,3050595,1
Los Angeles,3066386,1
Los Angeles,3066965,1
Los Angeles,2706241,1
Los Angeles,3086240,1
Los Angeles,3152374,1
Los Angeles,3189486,1
Los Angeles,5341501,1
Los Angeles,5373358,1
Los Angeles,7952072,1
Los Angeles,5231190,4
Los Angeles,1114246,2
Los Angeles,7821030,2
Los Angeles,1114140,1
Los Angeles,2484396,1
Los Angeles,2891664,1
Los Angeles,3189767,1
Los Angeles,8208358,1
Los Angeles,8427624,1
Los Angeles,3145214,3
Los Angeles,8174785,3
Los Angeles,3108983,2
Los Angeles,5384848,2
Los Angeles,2439261,1
Los Angeles,2705185,1
Los Angeles,2889011,1
Los Angeles,2931104,1
Los Angeles,2984366,1
Los Angeles,2996929,1
Los Angeles,3084719,1
Los Angeles,3170875,1
Los Angeles,5341297,1
Los Angeles,5380041,1
Los Angeles,7678610,1
Los Angeles,5358748,5
Los Angeles,5331235,4
Los Angeles,1311649,2
Los Angeles,3169708,2
Los Angeles,3171949,2
Los Angeles,5347796,2
Los Angeles,2868827,1
Los Angeles,2975014,1
Los Angeles,3171954,1
Los Angeles,5331181,1
Los Angeles,5394163,1
Los Angeles,8324121,1
Los Angeles,9182154,1
Curico,1340503,4
Curico,2979000,3
Curico,1340383,1
Curico,3152493,1
Curico,5325855,1
Curico,6109534,1
Curico,8184903,1
Curico,2495414,3
Curico,2480830,2
Curico,2702792,2
Curico,2703777,1
Curico,2704394,1
Curico,2928390,1
Curico,3034807,1
Curico,3083838,1
Curico,3112801,1
Curico,3114667,1
Curico,5219173,1
Curico,5228080,1
Curico,5391480,1
Curico,7903057,1
Curico,2888380,7
Curico,5365717,5
Curico,4989904,4
Curico,2891488,3
Curico,2925892,3
Curico,2705308,2
Curico,2928751,2
Curico,3034742,2
Curico,3066386,2
Curico,2714818,1
Curico,2890040,1
Curico,2925895,1
Curico,3066367,1
Curico,3152560,1
Curico,5334218,1
Curico,2965531,2
Curico,8338793,2
Curico,2080592,1
Curico,2706241,1
Curico,2873861,1
Curico,2873896,1
Curico,2926679,1
Curico,2928576,1
Curico,2965527,1
Curico,2971016,1
Curico,3093702,1
Curico,3134857,1
Curico,5289906,1
Curico,5341501,1
Curico,5357013,1
Curico,7886346,1
Curico,2888439,2
Curico,3085625,2
Curico,8208358,2
Curico,1114246,1
Curico,2436940,1
Curico,3141855,1
Curico,3145214,2
Curico,5339050,2
Curico,5373368,2
Curico,2888946,1
Curico,2996929,1
Curico,3046890,1
Curico,7678610,1
Curico,8195144,1
Curico,3171954,5
Curico,1311649,3
Curico,2975014,1
Curico,3172077,1
Curico,5358748,1
Curico,5359395,1
Curico,5394163,1
Punta Arenas,1340503,33
Punta Arenas,3120060,30
Punta Arenas,3117424,3
Punta Arenas,2706541,1
Punta Arenas,2495414,22
Punta Arenas,3113414,10
Punta Arenas,2480830,8
Punta Arenas,5219173,7
Punta Arenas,5375388,6
Punta Arenas,3103791,5
Punta Arenas,3034807,2
Punta Arenas,3112801,1
Punta Arenas,7903057,1
Punta Arenas,8370958,1
Punta Arenas,5354656,7
Punta Arenas,3042291,3
Punta Arenas,9458333,3
Punta Arenas,2440886,1
Punta Arenas,2705308,1
Punta Arenas,3044318,1
Punta Arenas,5414995,1
Punta Arenas,2964355,31
Punta Arenas,2963807,24
Punta Arenas,8848598,6
Punta Arenas,2434333,5
Punta Arenas,7952072,3
Punta Arenas,2965201,2
Punta Arenas,7886346,2
Punta Arenas,9151957,2
Punta Arenas,2706052,1
Punta Arenas,2706164,1
Punta Arenas,3093702,1
Punta Arenas,3152374,1
Punta Arenas,5371772,1
Punta Arenas,2436940,49
Punta Arenas,5219858,21
Punta Arenas,5231190,16
Punta Arenas,8208358,5
Punta Arenas,2888439,3
Punta Arenas,5285750,2
Punta Arenas,2704178,1
Punta Arenas,2928774,1
Punta Arenas,5285727,1
Punta Arenas,5341784,1
Punta Arenas,7821030,1
Punta Arenas,5362007,6
Punta Arenas,3033339,4
Punta Arenas,8174785,4
Punta Arenas,2888995,2
Punta Arenas,3108983,2
Punta Arenas,2888946,1
Punta Arenas,3040227,1
Punta Arenas,5358748,24
Punta Arenas,5394163,6
Punta Arenas,8324121,6
Punta Arenas,5359429,4
Punta Arenas,5358902,3
Punta Arenas,3052680,2
Punta Arenas,3172057,2
Coyhaique,1340503,16
Coyhaique,1340383,4
Coyhaique,3120060,2
Coyhaique,2704505,1
Coyhaique,2705975,1
Coyhaique,2495414,6
Coyhaique,3034807,5
Coyhaique,3085433,3
Coyhaique,3112801,2
Coyhaique,5228080,2
Coyhaique,5391480,2
Coyhaique,2480830,1
Coyhaique,7903057,1
Coyhaique,2925892,7
Coyhaique,2705308,4
Coyhaique,5354656,3
Coyhaique,2435035,2
Coyhaique,5414995,2
Coyhaique,2440886,1
Coyhaique,3034922,1
Coyhaique,7473187,1
Coyhaique,9485490,1
Coyhaique,2964355,13
Coyhaique,2701311,1
Coyhaique,2706164,1
Coyhaique,3152374,1
Coyhaique,5384741,1
Coyhaique,7952072,1
Coyhaique,8848598,1
Coyhaique,9752149,5
Coyhaique,5231190,3
Coyhaique,2484396,1
Coyhaique,2704179,1
Coyhaique,5285750,1
Coyhaique,5341177,1
Coyhaique,8215487,6
Coyhaique,8174785,4
Coyhaique,3046890,2
Coyhaique,2888995,1
Coyhaique,8324121,6
Coyhaique,3118430,2
Coyhaique,3172057,2
Coyhaique,5359429,1
Coyhaique,5384604,1
Ovalle,3974754,2
Ovalle,5384396,1
Ovalle,2928390,2
Ovalle,5392252,2
Ovalle,2350394,1
Ovalle,2370771,1
Ovalle,3112801,1
Ovalle,5228080,1
Ovalle,4989904,6
Ovalle,2765942,3
Ovalle,2888380,3
Ovalle,3034922,3
Ovalle,2928751,2
Ovalle,4286975,2
Ovalle,3050595,1
Ovalle,3176787,1
Ovalle,3935047,2
Ovalle,2927069,1
Ovalle,3086240,1
Ovalle,3756029,1
Ovalle,2928783,7
Ovalle,5341112,4
Ovalle,2484396,3
Ovalle,1114246,1
Ovalle,5380041,3
Ovalle,3083957,1
Ovalle,2889934,1
Ovalle,3118430,1
Ovalle,3171954,1
Ovalle,5217334,1
San Antonio,1340503,51
San Antonio,2979000,12
San Antonio,5325855,7
San Antonio,3083667,5
San Antonio,5414976,5
San Antonio,2926110,4
San Antonio,3631293,4
San Antonio,8184903,4
San Antonio,2703041,3
San Antonio,2979474,3
San Antonio,3117424,3
San Antonio,8971274,3
San Antonio,5391845,2
San Antonio,1340383,1
San Antonio,2441022,1
San Antonio,5371743,1
San Antonio,5384396,1
San Antonio,5391802,1
San Antonio,5858758,29
San Antonio,7627205,26
San Antonio,5228080,21
San Antonio,3112364,20
San Antonio,3034807,17
San Antonio,2928441,16
San Antonio,2480830,15
San Antonio,2495414,11
San Antonio,3112110,9
San Antonio,2928390,7
San Antonio,3112801,7
San Antonio,5392252,5
San Antonio,5376961,4
San Antonio,5391480,4
San Antonio,3103791,3
San Antonio,3114667,3
San Antonio,3128483,3
San Antonio,4064467,3
San Antonio,5219173,3
San Antonio,8370958,3
San Antonio,2703723,2
San Antonio,5375388,2
San Antonio,8200663,2
San Antonio,2370771,1
San Antonio,2441056,1
San Antonio,2702793,1
San Antonio,3034871,1
San Antonio,3083838,1
San Antonio,3089561,1
San Antonio,5568361,1
San Antonio,6109637,1
San Antonio,8542672,1
San Antonio,4989904,27
San Antonio,2975667,26
San Antonio,5531376,13
San Antonio,2888380,12
San Antonio,3034922,9
San Antonio,3176787,9
San Antonio,9485490,5
San Antonio,3066386,3
San Antonio,5334218,3
San Antonio,9419993,3
San Antonio,2890541,2
San Antonio,9297163,2
San Antonio,2435035,1
San Antonio,2440886,1
San Antonio,2913548,1
San Antonio,2928751,1
San Antonio,3050595,1
San Antonio,4286975,1
San Antonio,5375920,1
San Antonio,5414995,1
San Antonio,5554961,1
San Antonio,2963807,45
San Antonio,3935079,35
San Antonio,1316908,16
San Antonio,2434333,14
San Antonio,2971016,10
San Antonio,5373358,6
San Antonio,2965531,4
San Antonio,9151957,4
San Antonio,2927069,3
San Antonio,7886346,3
San Antonio,2873896,2
San Antonio,2926679,2
San Antonio,2965527,2
San Antonio,3935047,2
San Antonio,5357013,2
San Antonio,7952072,2
San Antonio,11665063,1
San Antonio,2706241,1
San Antonio,2927189,1
San Antonio,2964025,1
San Antonio,2971095,1
San Antonio,3084839,1
San Antonio,3093702,1
San Antonio,3152378,1
San Antonio,5289762,1
San Antonio,5289906,1
San Antonio,5290177,1
San Antonio,5376925,1
San Antonio,5377378,1
San Antonio,7515045,1
San Antonio,8338793,1
San Antonio,2891661,23
San Antonio,2484396,18
San Antonio,5231190,16
San Antonio,5341112,13
San Antonio,2928783,10
San Antonio,8208358,8
San Antonio,2479407,4
San Antonio,2888439,4
San Antonio,5361801,4
San Antonio,2891664,3
San Antonio,3188875,3
San Antonio,3189739,3
San Antonio,3189767,3
San Antonio,1114246,2
San Antonio,8427624,2
San Antonio,1114140,1
San Antonio,2704179,1
San Antonio,2888443,1
San Antonio,5285727,1
San Antonio,5289744,1
San Antonio,7429082,1
San Antonio,3145214,15
San Antonio,7678610,8
San Antonio,5380041,7
San Antonio,2996929,4
San Antonio,3040983,4
San Antonio,2439270,3
San Antonio,4933568,3
San Antonio,5373368,3
San Antonio,8195144,3
San Antonio,2888995,2
San Antonio,3083957,2
San Antonio,3108983,2
San Antonio,5339050,2
San Antonio,5372639,2
San Antonio,2984366,1
San Antonio,3040251,1
San Antonio,3046812,1
San Antonio,3046851,1
San Antonio,3131229,1
San Antonio,3190381,1
San Antonio,5289919,1
San Antonio,5352251,1
San Antonio,5355395,1
San Antonio,5364245,1
San Antonio,5367273,1
San Antonio,7538163,1
San Antonio,8174785,1
San Antonio,2889934,30
San Antonio,1311649,15
San Antonio,3169708,13
San Antonio,5554574,8
San Antonio,3171954,7
San Antonio,2975014,5
San Antonio,5359395,5
San Antonio,5361815,5
San Antonio,3089150,4
San Antonio,2868827,3
San Antonio,3172077,3
San Antonio,3172086,3
San Antonio,5217334,3
San Antonio,5394163,3
San Antonio,5359510,2
San Antonio,5384604,2
San Antonio,7736551,2
San Antonio,2443002,1
San Antonio,3034819,1
San Antonio,3085633,1
San Antonio,3097166,1
San Antonio,3118430,1
San Antonio,5289534,1
San Antonio,5358694,1
San Antonio,5358748,1
San Antonio,5358935,1
San Antonio,8324121,1
San Antonio,9182154,1
Linares,2979474,2
Linares,1340383,1
Linares,1340503,1
Linares,5414976,1
Linares,2495414,2
Linares,3034807,1
Linares,4989904,2
Linares,5334218,2
Linares,2925895,1
Linares,2965531,1
Linares,3189525,1
Linares,8338793,1
Linares,2484396,1
Linares,3172086,1
Linares,5358748,1
Linares,5421116,1
Melipilla,1340503,4
Melipilla,5325855,2
Melipilla,5391802,2
Melipilla,2703041,1
Melipilla,2705290,1
Melipilla,2705300,1
Melipilla,3974754,1
Melipilla,5384334,1
Melipilla,5391845,1
Melipilla,6109534,1
Melipilla,8035698,1
Melipilla,8089871,1
Melipilla,8184903,1
Melipilla,2928390,6
Melipilla,3112364,5
Melipilla,3034807,4
Melipilla,3083838,3
Melipilla,3103791,3
Melipilla,3112801,3
Melipilla,3128483,3
Melipilla,5375388,3
Melipilla,5392252,3
Melipilla,8149099,3
Melipilla,3138230,2
Melipilla,5376961,2
Melipilla,8200663,2
Melipilla,2480830,1
Melipilla,2703723,1
Melipilla,2928441,1
Melipilla,3114667,1
Melipilla,4930695,1
Melipilla,5219173,1
Melipilla,5228080,1
Melipilla,5391480,1
Melipilla,5858758,1
Melipilla,6109637,1
