speciesKey,nombre_gbif,lat,lon,anio,region_gbif,licencia,foto_url,gbif_id
1340503,Bombus terrestris,-36.815692,-73.067755,2026,Bío-Bío,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604828132/original.jpg,5938053291
1340503,Bombus terrestris,-53.146819,-70.917205,2026,Magallanes y Antártica Chilena,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604482476/original.jpg,5938087030
1340503,Bombus terrestris,-34.425655,-72.047028,2026,Libertador General Bernardo O'Higgins,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605119756/original.jpg,5938162934
4989904,Harmonia axyridis,-41.255005,-73.001656,2026,Los Lagos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605225749/original.jpg,5938112096
4989904,Harmonia axyridis,-36.815688,-73.067725,2026,Bío-Bío,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605486410/original.jpg,5938155670
4989904,Harmonia axyridis,-33.455112,-70.589997,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604549587/original.jpg,5938156322
2495414,Columba livia,-30.026027,-70.728045,2026,Coquimbo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/610440137/original.jpg,6129814404
2495414,Columba livia,-41.485436,-72.962718,2026,Los Lagos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607990316/original.jpg,6129880357
2495414,Columba livia,-36.815522,-73.030747,2026,Bío-Bío,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/608213547/original.jpg,6130177731
2484396,Molothrus bonariensis,-32.552556,-71.462202,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605549264/original.jpg,5938073675
2484396,Molothrus bonariensis,-39.830842,-73.237703,2026,Los Ríos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606503507/original.jpg,6130115757
2484396,Molothrus bonariensis,-33.651656,-70.54705,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605177804/original.jpg,6130234289
2888380,Eschscholzia californica,-32.580508,-71.455863,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605164544/original.jpg,5938109971
2888380,Eschscholzia californica,-33.58638,-70.411812,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606589152/original.jpg,6129835348
2888380,Eschscholzia californica,-34.1199,-70.70945,2026,Libertador General Bernardo O'Higgins,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607710864/original.jpg,6130442059
2479407,Myiopsitta monachus,-33.413483,-70.567688,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604663794/original.jpg,5938485664
2479407,Myiopsitta monachus,-33.438892,-70.523433,2026,Región Metropolitana de Santiago,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/609718126/original.jpg,6129837901
2479407,Myiopsitta monachus,-33.402797,-70.521904,2026,Región Metropolitana de Santiago,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/609718276/original.jpg,6129960853
5231190,Passer domesticus,-31.573258,-71.109597,2026,Coquimbo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605155563/original.jpg,5938052906
5231190,Passer domesticus,-36.834838,-72.431566,2026,Bío-Bío,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604792602/original.jpg,5938305712
5231190,Passer domesticus,-41.259957,-73.003009,2026,Los Lagos,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607782115/original.jpg,6129845903
5228080,Callipepla californica,-33.334659,-71.320128,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605708771/original.jpg,5938154989
5228080,Callipepla californica,-33.808517,-71.659216,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605518492/original.jpg,5938210366
5228080,Callipepla californica,-33.03266,-71.148928,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605400533/original.jpg,5938590326
2979474,Acacia dealbata,-39.551208,-72.030455,2026,Araucanía,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607161781/original.jpg,6130732866
2979474,Acacia dealbata,-33.414662,-70.617203,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605772928/original.jpg,6130784626
2979474,Acacia dealbata,-33.737583,-71.310417,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/621437328/original.jpg,6179192749
5858758,Cornu aspersum,-33.357655,-71.657105,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605169229/original.jpg,5938189406
5858758,Cornu aspersum,-32.499058,-71.436409,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605100409/original.jpg,5938514147
5858758,Cornu aspersum,-41.46654,-72.947851,2026,Los Lagos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/610289348/original.jpg,6129910129
2928783,Nicotiana glauca,-33.375738,-70.551138,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606512721/original.jpg,6129873507
2928783,Nicotiana glauca,-31.415652,-71.480149,2026,Coquimbo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/608413307/original.jpg,6130289624
2928783,Nicotiana glauca,-32.992141,-71.524667,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606520127/original.jpg,6130345503
3171954,Verbascum virgatum,-33.33453,-71.321808,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605644609/original.jpg,5938528689
3171954,Verbascum virgatum,-36.905142,-71.484232,2026,Bío-Bío,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606895735/original.jpg,6130719357
3171954,Verbascum virgatum,-33.347493,-71.348291,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606669419/original.jpg,6130773254
5392252,Cichorium intybus,-40.570573,-73.148908,2026,Los Lagos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604899479/original.jpg,5938669658
5392252,Cichorium intybus,-33.586363,-70.411797,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607002979/original.jpg,6129993289
5392252,Cichorium intybus,-34.031104,-70.629906,2026,Libertador General Bernardo O'Higgins,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/606125566/original.jpg,6130431437
2979000,Acacia melanoxylon,-33.414879,-70.615306,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605937655/original.jpg,6131594810
2979000,Acacia melanoxylon,-33.508672,-70.775587,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/611644579/original.jpg,6133077488
2979000,Acacia melanoxylon,-36.757263,-72.959867,2026,Bío-Bío,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/611277563/original.jpg,6133352396
3034807,Conium maculatum,-33.036743,-71.501358,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/614638663/original.jpg,6159282122
3034807,Conium maculatum,-32.884631,-71.503959,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/614949890/original.jpg,6159379861
3034807,Conium maculatum,-35.57504,-71.362534,2026,Maule,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/626299762/original.jpg,6185812998
5358748,Trifolium repens,-35.154053,-70.522711,2026,Maule,http://creativecommons.org/licenses/by/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/610492086/original.jpg,6129953130
5358748,Trifolium repens,-39.799408,-73.206025,2026,Los Ríos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605924192/original.jpg,6129958604
5358748,Trifolium repens,-53.742668,-70.970094,2026,Magallanes y Antártica Chilena,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607979569/original.jpg,6130119278
2436940,Oryctolagus cuniculus,-29.92136,-71.230549,2026,Coquimbo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/605464693/original.jpg,5938331868
2436940,Oryctolagus cuniculus,-53.107267,-70.87928,2026,Magallanes y Antártica Chilena,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/607753625/original.jpg,6129893804
2436940,Oryctolagus cuniculus,-33.409172,-70.602097,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/610334442/original.jpg,6129928769
2480830,Bubulcus ibis,-39.704608,-73.209489,2026,Los Ríos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/608640517/original.jpg,6130345601
2480830,Bubulcus ibis,-33.622716,-71.626485,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/612308586/original.jpg,6133369693
2480830,Bubulcus ibis,-33.209949,-70.822989,2026,Región Metropolitana de Santiago,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/615281436/original.jpg,6159439671
2975667,Galega officinalis,-32.852067,-70.864028,2026,Valparaíso,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://inaturalist-open-data.s3.amazonaws.com/photos/604861476/original.jpg,5938050942
